basin_id,q_mean,q_runoff_ratio,q_elas_Sankarasubramanian,slope_sawicz,baseflow_index,hfd_mean,hfd_std,q_5,q_95,hq_freq,hq_dur,lq_freq,lq_dur,zero_q_freq,p_mean,pet_mean,aridity,p_seasonality,frac_snow,hp_freq,hp_dur,hp_time,lp_freq,lp_dur,lp_time,num_years_hydro,start_date_hydro,end_date_hydro,num_years_climatic,start_date_climatic,end_date_climatic
FI000359,0.974,0.565,1.175,8.058,0.38,141.156,29.35,0.0,2.971,0.046,1.5,131.256,2.323,0.184,1.698,1.425,0.839,0.295,0.278,15.715,1.135,Summer,229.485,3.857,Spring,66.0,1958-01-01 00:00:00,2023-05-01 00:00:00,74.0,1950-01-01 00:00:00,2023-06-30 00:00:00
FI000360,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FI000361,0.649,0.395,1.07,6.573,0.575,155.357,28.05,0.0,1.746,,,127.861,7.941,0.166,1.61,1.447,0.899,0.278,0.258,15.47,1.158,Summer,231.486,3.999,Spring,58.0,1966-01-01 00:00:00,2023-05-01 00:00:00,74.0,1950-01-01 00:00:00,2023-06-30 00:00:00
FI000362,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FI000363,,,,,,,,,,,,,,,1.709,1.414,0.828,0.272,0.285,15.334,1.129,Summer,228.71,3.863,Spring,0.0,,,74.0,1950-01-01 00:00:00,2023-06-30 00:00:00
FI000364,0.867,0.592,0.239,1.317,0.838,219.8,20.911,0.325,1.906,,,5.363,59.0,0.015,1.709,1.414,0.828,0.272,0.285,15.334,1.129,Summer,228.71,3.863,Spring,11.0,1950-01-01 00:00:00,1960-12-31 00:00:00,74.0,1950-01-01 00:00:00,2023-06-30 00:00:00
FI000365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FI000366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FI000367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FI000368,0.803,0.5,0.781,3.026,0.58,215.224,24.62,0.08,2.687,7.914,11.196,71.85,42.843,0.0,1.603,1.439,0.898,0.362,0.27,15.948,1.159,Summer,236.347,4.03,Spring,73.0,1951-01-01 00:00:00,2023-05-01 00:00:00,74.0,1950-01-01 00:00:00,2023-06-30 00:00:00
FI000369,0.851,0.557,-0.362,1.37,0.775,,,0.441,1.586,,,,,0.0,1.598,1.445,0.904,0.36,0.268,15.812,1.16,Summer,236.129,4.05,Spring,1.0,1950-01-01 00:00:00,1950-12-31 00:00:00,74.0,1950-01-01 00:00:00,2023-06-30 00:00:00
FI000370,0.877,0.609,-0.49,0.998,0.809,223.0,,0.465,1.586,,,,,0.0,1.598,1.445,0.904,0.36,0.268,15.812,1.16,Summer,236.129,4.05,Spring,2.0,1950-01-01 00:00:00,1951-12-31 00:00:00,74.0,1950-01-01 00:00:00,2023-06-30 00:00:00
FI000371,0.791,0.495,1.064,1.386,0.832,211.423,28.109,0.338,1.637,,,0.423,15.5,0.0,1.598,1.445,0.904,0.36,0.268,15.825,1.161,Summer,236.157,4.048,Spring,74.0,1950-01-01 00:00:00,2023-05-01 00:00:00,74.0,1950-01-01 00:00:00,2023-06-30 00:00:00
FI000372,0.875,0.576,0.873,1.548,0.767,215.086,22.956,0.291,2.2,,,1.5,27.0,0.0,1.583,1.468,0.927,0.355,0.27,16.779,1.159,Summer,236.419,4.044,Spring,36.0,1964-01-01 00:00:00,1999-12-31 00:00:00,74.0,1950-01-01 00:00:00,2023-06-30 00:00:00
FI000373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FI000374,0.711,0.453,0.751,1.864,0.683,199.222,31.838,0.024,1.502,,,33.671,1.769,0.036,1.577,1.466,0.929,0.355,0.269,16.56,1.156,Summer,236.61,4.065,Spring,66.0,1958-01-01 00:00:00,2023-05-01 00:00:00,74.0,1950-01-01 00:00:00,2023-06-30 00:00:00
FI000375,0.86,0.543,1.079,1.352,0.84,202.465,28.297,0.328,1.638,,,0.423,5.167,0.0,1.582,1.466,0.926,0.355,0.269,16.464,1.155,Summer,236.474,4.065,Spring,74.0,1950-01-01 00:00:00,2023-05-01 00:00:00,74.0,1950-01-01 00:00:00,2023-06-30 00:00:00
FI000376,0.874,0.552,0.758,1.289,0.837,203.366,29.742,0.314,1.742,,,1.132,6.385,0.0,1.582,1.465,0.926,0.356,0.268,16.424,1.155,Summer,236.542,4.059,Spring,74.0,1950-01-01 00:00:00,2023-05-01 00:00:00,74.0,1950-01-01 00:00:00,2023-06-30 00:00:00
FI000377,0.715,0.447,0.984,1.313,0.846,205.127,29.384,0.301,1.281,,,0.328,1.412,0.0,1.598,1.461,0.914,0.354,0.266,15.811,1.167,Summer,235.467,4.04,Spring,74.0,1950-01-01 00:00:00,2023-04-30 00:00:00,74.0,1950-01-01 00:00:00,2023-06-30 00:00:00
FI000378,0.907,0.558,1.137,2.175,0.682,210.042,28.219,0.193,2.595,0.682,12.5,14.375,37.643,0.0,1.625,1.468,0.903,0.342,0.272,16.724,1.154,Summer,234.483,4.0,Spring,74.0,1950-01-01 00:00:00,2023-05-01 00:00:00,74.0,1950-01-01 00:00:00,2023-06-30 00:00:00
FI000379,0.884,0.516,1.192,2.495,0.609,204.058,28.764,0.156,2.863,6.281,9.8,28.843,30.882,0.0,1.695,1.461,0.862,0.318,0.28,16.208,1.162,Summer,231.438,3.954,Spring,56.0,1968-01-01 00:00:00,2023-05-01 00:00:00,74.0,1950-01-01 00:00:00,2023-06-30 00:00:00
FI000380,0.838,0.51,1.279,2.424,0.673,210.042,28.86,0.188,2.5,0.314,7.667,11.987,39.909,0.0,1.644,1.467,0.892,0.335,0.274,16.37,1.147,Summer,233.245,3.97,Spring,74.0,1950-01-01 00:00:00,2023-05-01 00:00:00,74.0,1950-01-01 00:00:00,2023-06-30 00:00:00
FI000381,0.853,0.527,0.694,2.15,0.667,222.636,14.229,0.213,2.638,1.0,12.0,0.25,1.5,0.0,1.653,1.467,0.888,0.33,0.275,16.07,1.147,Summer,233.054,3.969,Spring,12.0,1950-01-01 00:00:00,1961-12-31 00:00:00,74.0,1950-01-01 00:00:00,2023-06-30 00:00:00
FI000382,0.785,0.473,1.35,2.328,0.603,201.6,33.337,0.0,2.072,,,51.002,2.065,0.085,1.653,1.467,0.888,0.33,0.275,16.07,1.147,Summer,233.054,3.969,Spring,62.0,1962-01-01 00:00:00,2023-05-01 00:00:00,74.0,1950-01-01 00:00:00,2023-06-30 00:00:00
FI000383,0.869,0.509,1.428,2.1,0.703,205.433,35.412,0.194,2.436,0.524,8.0,12.524,30.6,0.0,1.696,1.479,0.872,0.309,0.271,16.86,1.168,Summer,233.449,3.972,Spring,62.0,1962-04-01 00:00:00,2023-05-01 00:00:00,74.0,1950-01-01 00:00:00,2023-06-30 00:00:00
FI000384,0.657,0.401,1.14,,0.384,140.941,32.149,0.0,2.565,155.946,6.932,215.514,9.347,0.573,1.621,1.474,0.909,0.343,0.265,16.451,1.165,Summer,236.02,4.016,Spring,54.0,1970-01-01 00:00:00,2023-05-01 00:00:00,74.0,1950-01-01 00:00:00,2023-06-30 00:00:00
FI000385,0.78,0.49,0.937,1.391,0.698,217.875,21.719,0.216,2.277,0.588,10.0,1.588,6.75,0.0,1.654,1.47,0.889,0.329,0.273,15.757,1.148,Summer,232.428,3.979,Spring,17.0,1950-01-01 00:00:00,1966-12-31 00:00:00,74.0,1950-01-01 00:00:00,2023-06-30 00:00:00
FI000386,0.767,0.484,1.491,1.687,0.697,209.174,39.158,0.203,2.166,0.731,4.75,5.538,12.0,0.0,1.654,1.47,0.889,0.329,0.273,15.853,1.151,Summer,232.483,3.98,Spring,26.0,1950-01-01 00:00:00,1981-12-31 00:00:00,74.0,1950-01-01 00:00:00,2023-06-30 00:00:00
FI000387,0.854,0.51,1.297,1.911,0.696,193.111,35.679,0.141,2.052,,,24.091,2.24,0.017,1.654,1.47,0.889,0.329,0.273,15.757,1.148,Summer,232.428,3.979,Spring,56.0,1968-01-01 00:00:00,2023-05-01 00:00:00,74.0,1950-01-01 00:00:00,2023-06-30 00:00:00
FI000388,0.774,0.478,1.393,1.18,0.805,203.947,30.706,0.359,1.542,,,0.129,2.0,0.0,1.617,1.464,0.906,0.345,0.269,15.512,1.146,Summer,233.835,4.024,Spring,33.0,1955-01-01 00:00:00,1992-12-31 00:00:00,74.0,1950-01-01 00:00:00,2023-06-30 00:00:00
FI000389,0.82,0.522,1.2,0.84,0.857,202.0,25.189,0.439,1.523,,,,,0.0,1.617,1.464,0.906,0.345,0.269,15.512,1.146,Summer,233.835,4.024,Spring,32.0,1950-01-01 00:00:00,1987-12-31 00:00:00,74.0,1950-01-01 00:00:00,2023-06-30 00:00:00
FI000390,0.743,0.479,1.153,1.033,0.848,204.333,25.811,0.388,1.429,,,,,0.0,1.617,1.465,0.906,0.345,0.269,15.607,1.148,Summer,233.698,4.018,Spring,28.0,1950-01-01 00:00:00,1977-12-31 00:00:00,74.0,1950-01-01 00:00:00,2023-06-30 00:00:00
FI000391,0.798,0.486,1.511,1.088,0.901,206.389,28.017,0.388,1.395,,,,,0.0,1.641,1.457,0.888,0.341,0.266,15.47,1.151,Summer,232.846,3.963,Spring,74.0,1950-01-01 00:00:00,2023-05-01 00:00:00,74.0,1950-01-01 00:00:00,2023-06-30 00:00:00
FI000392,0.772,0.482,0.857,1.039,0.907,204.372,27.213,0.418,1.351,,,,,0.0,1.64,1.458,0.889,0.341,0.265,15.457,1.152,Summer,232.901,3.963,Spring,56.0,1950-01-01 00:00:00,2007-12-30 00:00:00,74.0,1950-01-01 00:00:00,2023-06-30 00:00:00
FI000393,0.713,0.461,0.576,0.995,0.904,203.538,29.157,0.415,1.183,,,,,0.0,1.644,1.463,0.89,0.338,0.266,15.307,1.159,Summer,232.424,3.955,Spring,14.0,1950-01-01 00:00:00,1963-12-31 00:00:00,74.0,1950-01-01 00:00:00,2023-06-30 00:00:00
FI000394,0.753,0.482,0.989,0.948,0.908,206.542,25.595,0.439,1.317,,,,,0.0,1.644,1.463,0.89,0.338,0.266,15.307,1.159,Summer,232.424,3.955,Spring,27.0,1950-01-01 00:00:00,1978-08-31 00:00:00,74.0,1950-01-01 00:00:00,2023-06-30 00:00:00
FI000395,0.738,0.438,1.119,0.88,0.899,202.857,26.043,0.329,1.219,,,,,0.0,1.644,1.463,0.89,0.338,0.266,15.307,1.159,Summer,232.424,3.955,Spring,46.0,1978-01-01 00:00:00,2023-05-01 00:00:00,74.0,1950-01-01 00:00:00,2023-06-30 00:00:00
FI000396,0.84,0.487,1.092,1.339,0.836,199.34,34.998,0.302,1.687,,,0.163,2.0,0.0,1.684,1.495,0.888,0.317,0.267,16.098,1.156,Summer,232.614,3.915,Spring,50.0,1974-01-01 00:00:00,2023-05-01 00:00:00,74.0,1950-01-01 00:00:00,2023-06-30 00:00:00
FI000397,0.73,0.434,1.363,1.352,0.782,187.2,38.102,0.114,1.545,,,21.535,6.307,0.006,1.679,1.498,0.892,0.318,0.265,16.111,1.151,Summer,233.027,3.914,Spring,35.0,1962-03-01 00:00:00,2007-02-28 00:00:00,74.0,1950-01-01 00:00:00,2023-06-30 00:00:00
FI000398,0.731,0.449,1.086,0.916,0.887,202.306,25.155,0.363,1.284,,,,,0.0,1.629,1.465,0.899,0.342,0.267,15.579,1.164,Summer,232.152,3.995,Spring,74.0,1950-01-01 00:00:00,2023-05-01 00:00:00,74.0,1950-01-01 00:00:00,2023-06-30 00:00:00
FI000399,,,,,,,,,,,,,,,1.63,1.466,0.899,0.34,0.267,15.47,1.165,Summer,231.867,3.987,Spring,0.0,,,74.0,1950-01-01 00:00:00,2023-06-30 00:00:00
FI000400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FI000401,0.739,0.453,1.005,0.981,0.872,202.708,26.295,0.35,1.317,,,0.273,1.176,0.0,1.63,1.466,0.899,0.34,0.267,15.47,1.165,Summer,231.867,3.987,Spring,74.0,1950-01-01 00:00:00,2023-05-01 00:00:00,74.0,1950-01-01 00:00:00,2023-06-30 00:00:00
FI000402,0.883,0.519,1.882,2.955,0.549,196.441,32.83,0.065,2.629,2.549,5.55,48.676,4.629,0.0,1.671,1.493,0.894,0.322,0.261,17.486,1.167,Summer,238.334,4.004,Spring,47.0,1967-01-01 00:00:00,2023-05-01 00:00:00,74.0,1950-01-01 00:00:00,2023-06-30 00:00:00
FI000403,0.986,0.536,1.416,3.633,0.602,151.5,84.146,0.189,2.462,,,22.622,3.929,0.035,1.681,1.491,0.887,0.321,0.263,17.813,1.171,Summer,237.336,3.987,Spring,3.0,2008-05-19 00:00:00,2010-10-26 00:00:00,74.0,1950-01-01 00:00:00,2023-06-30 00:00:00
FI000404,0.89,0.515,1.679,1.735,0.769,201.608,44.793,0.242,2.399,,,5.771,44.286,0.0,1.704,1.484,0.871,0.299,0.256,16.778,1.159,Summer,235.286,3.955,Spring,55.0,1969-01-01 00:00:00,2023-05-01 00:00:00,74.0,1950-01-01 00:00:00,2023-06-30 00:00:00
FI000405,0.883,0.5,1.435,2.674,0.637,194.946,41.567,0.107,2.75,1.374,7.714,48.557,45.429,0.0,1.713,1.482,0.865,0.291,0.254,16.942,1.165,Summer,234.737,3.965,Spring,40.0,1984-01-01 00:00:00,2023-05-01 00:00:00,74.0,1950-01-01 00:00:00,2023-06-30 00:00:00
FI000406,0.917,0.525,1.274,2.007,0.613,201.057,30.432,0.164,2.908,4.86,6.717,23.879,27.762,0.0,1.743,1.473,0.846,0.29,0.272,16.506,1.162,Summer,232.306,3.963,Spring,74.0,1950-01-01 00:00:00,2023-05-01 00:00:00,74.0,1950-01-01 00:00:00,2023-06-30 00:00:00
FI000407,0.56,0.3,1.212,3.06,0.645,151.833,33.078,0.0,1.204,,,88.941,10.4,0.215,1.739,1.475,0.848,0.29,0.271,16.587,1.153,Summer,232.102,3.952,Spring,7.0,2004-05-19 00:00:00,2010-10-26 00:00:00,74.0,1950-01-01 00:00:00,2023-06-30 00:00:00
FI000408,0.913,0.537,1.615,2.065,0.638,208.171,26.504,0.21,2.957,3.452,7.632,11.929,31.312,0.0,1.735,1.477,0.851,0.291,0.268,16.492,1.159,Summer,232.074,3.947,Spring,42.0,1950-01-01 00:00:00,1991-12-31 00:00:00,74.0,1950-01-01 00:00:00,2023-06-30 00:00:00
FI000409,0.829,0.479,1.241,1.746,0.631,198.717,36.816,0.113,2.672,2.332,8.938,31.341,8.179,0.0,1.719,1.481,0.862,0.296,0.261,16.724,1.152,Summer,232.809,3.938,Spring,62.0,1962-01-01 00:00:00,2023-04-30 00:00:00,74.0,1950-01-01 00:00:00,2023-06-30 00:00:00
FI000410,0.906,0.522,1.276,1.9,0.725,188.0,37.783,0.181,2.336,0.151,6.0,19.419,38.7,0.0,1.673,1.48,0.885,0.301,0.243,17.215,1.141,Summer,236.569,4.024,Spring,41.0,1983-06-02 00:00:00,2023-05-01 00:00:00,74.0,1950-01-01 00:00:00,2023-06-30 00:00:00
FI000411,1.279,0.791,1.157,1.812,0.725,206.75,33.403,0.295,3.372,,,7.756,23.75,0.0,1.673,1.475,0.881,0.308,0.268,16.684,1.156,Summer,235.126,4.003,Spring,37.0,1950-01-01 00:00:00,1986-09-30 00:00:00,74.0,1950-01-01 00:00:00,2023-06-30 00:00:00
FI000412,1.003,0.584,1.25,2.473,0.61,209.204,31.214,0.137,3.54,6.84,10.364,48.161,44.593,0.0,1.748,1.47,0.841,0.289,0.277,16.521,1.165,Summer,231.044,3.937,Spring,50.0,1950-01-01 00:00:00,1999-12-31 00:00:00,74.0,1950-01-01 00:00:00,2023-06-30 00:00:00
FI000413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FI000414,,,,,,,,,,,,,,,1.668,1.467,0.879,0.318,0.274,16.63,1.153,Summer,234.455,3.98,Spring,0.0,,,74.0,1950-01-01 00:00:00,2023-06-30 00:00:00
FI000415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FI000416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FI000417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FI000418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FI000419,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FI000420,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FI000421,0.818,0.556,1.841,3.12,0.496,205.875,34.541,0.111,3.179,17.824,10.448,92.474,43.667,0.0,1.547,1.502,0.971,0.332,0.231,18.371,1.158,Summer,244.88,4.195,Spring,17.0,1950-01-01 00:00:00,1966-12-31 00:00:00,74.0,1950-01-01 00:00:00,2023-06-30 00:00:00
FI000422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FI000423,0.753,0.499,1.79,3.194,0.455,181.5,62.148,0.04,2.772,11.768,6.5,97.536,39.182,0.0,1.534,1.495,0.975,0.337,0.229,17.843,1.162,Summer,245.328,4.231,Spring,5.0,1960-06-01 00:00:00,1964-10-31 00:00:00,74.0,1950-01-01 00:00:00,2023-06-30 00:00:00
FI000424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FI000425,0.797,0.479,1.151,3.031,0.523,190.727,27.433,0.084,2.689,8.042,5.051,67.686,17.271,0.0,1.555,1.5,0.965,0.327,0.232,18.466,1.158,Summer,245.18,4.209,Spring,26.0,1984-09-01 00:00:00,2009-09-16 00:00:00,74.0,1950-01-01 00:00:00,2023-06-30 00:00:00
FI000426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FI000427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FI000428,0.404,0.244,0.85,,0.168,166.792,52.437,0.0,2.487,115.041,9.926,261.995,23.643,0.685,1.554,1.433,0.922,0.3,0.228,17.961,1.166,Summer,245.515,4.23,Spring,28.0,1987-04-03 00:00:00,2023-05-01 00:00:00,74.0,1950-01-01 00:00:00,2023-06-30 00:00:00
FI000429,0.296,0.185,1.103,,0.152,178.138,51.331,0.0,1.909,99.337,7.516,279.13,29.466,0.728,1.53,1.495,0.977,0.338,0.228,17.789,1.165,Summer,245.369,4.249,Spring,34.0,1987-04-03 00:00:00,2023-05-01 00:00:00,74.0,1950-01-01 00:00:00,2023-06-30 00:00:00
FI000430,0.39,0.246,1.213,3.786,0.598,167.706,35.066,0.0,0.899,,,71.543,6.477,0.053,1.53,1.495,0.977,0.338,0.228,17.789,1.165,Summer,245.369,4.249,Spring,21.0,2003-08-01 00:00:00,2023-05-01 00:00:00,74.0,1950-01-01 00:00:00,2023-06-30 00:00:00
FI000431,0.749,0.484,1.487,4.358,0.457,172.375,31.834,0.025,2.727,12.913,4.76,119.363,24.444,0.0,1.548,1.495,0.966,0.33,0.232,17.952,1.16,Summer,244.634,4.206,Spring,10.0,2014-02-12 00:00:00,2023-05-01 00:00:00,74.0,1950-01-01 00:00:00,2023-06-30 00:00:00
FI000432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FI000433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FI000434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FI000435,0.847,0.561,0.131,3.215,0.587,156.0,32.319,0.093,2.191,3.092,15.5,52.962,19.667,0.0,1.551,1.493,0.963,0.322,0.241,17.849,1.157,Summer,242.257,4.141,Spring,11.0,2013-04-17 00:00:00,2023-05-01 00:00:00,74.0,1950-01-01 00:00:00,2023-06-30 00:00:00
FI000436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FI000437,0.629,0.392,1.806,5.88,0.5,157.368,37.877,0.021,1.906,0.071,1.0,130.941,8.373,0.03,1.549,1.488,0.961,0.322,0.243,17.515,1.165,Summer,242.792,4.168,Spring,43.0,1981-01-01 00:00:00,2023-05-01 00:00:00,74.0,1950-01-01 00:00:00,2023-06-30 00:00:00
FI000438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FI000439,0.778,0.51,1.439,3.683,0.477,183.691,38.296,0.07,3.022,17.474,6.159,99.012,13.337,0.0,1.519,1.474,0.97,0.332,0.227,17.486,1.177,Summer,244.983,4.203,Spring,72.0,1951-01-01 00:00:00,2023-05-01 00:00:00,74.0,1950-01-01 00:00:00,2023-06-30 00:00:00
FI000440,,,,,,,,,,,,,,,1.519,1.474,0.97,0.332,0.227,17.486,1.177,Summer,244.983,4.203,Spring,0.0,,,74.0,1950-01-01 00:00:00,2023-06-30 00:00:00
FI000441,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FI000442,0.2,0.125,1.715,6.629,0.423,154.231,38.369,0.0,0.639,0.241,2.0,137.179,4.374,0.081,1.523,1.474,0.967,0.331,0.228,17.554,1.177,Summer,244.97,4.204,Spring,18.0,2006-07-24 00:00:00,2023-05-01 00:00:00,74.0,1950-01-01 00:00:00,2023-06-30 00:00:00
FI000443,0.81,0.532,0.063,3.602,0.495,155.8,31.011,0.024,2.562,5.222,3.417,99.48,10.077,0.004,1.533,1.493,0.974,0.333,0.238,17.57,1.165,Summer,243.949,4.195,Spring,18.0,2006-07-24 00:00:00,2023-05-01 00:00:00,74.0,1950-01-01 00:00:00,2023-06-30 00:00:00
FI000444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FI000445,0.826,0.541,1.436,3.514,0.5,189.5,35.002,0.049,3.091,14.232,7.373,96.394,28.785,0.0,1.509,1.483,0.983,0.35,0.252,17.148,1.156,Summer,242.792,4.166,Spring,44.0,1980-05-01 00:00:00,2023-05-01 00:00:00,74.0,1950-01-01 00:00:00,2023-06-30 00:00:00
FI000446,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FI000447,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FI000448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FI000449,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FI000450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FI000451,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FI000452,0.879,0.557,0.868,4.201,0.427,198.455,45.752,0.0,3.23,18.084,5.935,73.891,24.25,0.189,1.542,1.479,0.96,0.375,0.245,16.96,1.153,Summer,238.922,4.077,Spring,40.0,1970-12-02 00:00:00,2023-05-01 00:00:00,74.0,1950-01-01 00:00:00,2023-06-30 00:00:00
FI000453,0.79,0.551,1.491,2.325,0.551,197.818,21.795,0.061,2.58,5.67,6.227,67.62,15.415,0.0,1.476,1.503,1.018,0.364,0.23,17.638,1.172,Summer,246.807,4.254,Spring,25.0,1950-01-01 00:00:00,1975-05-31 00:00:00,74.0,1950-01-01 00:00:00,2023-06-30 00:00:00
FI000454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FI000455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FI000456,0.721,0.474,1.26,3.288,0.556,189.341,34.304,0.054,2.447,5.359,8.846,76.377,24.463,0.0,1.48,1.493,1.009,0.365,0.239,17.241,1.169,Summer,243.872,4.238,Spring,44.0,1980-05-01 00:00:00,2023-05-01 00:00:00,74.0,1950-01-01 00:00:00,2023-06-30 00:00:00
FI000457,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FI000458,0.746,0.515,1.74,3.137,0.555,194.209,33.908,0.075,2.585,9.166,8.02,71.112,15.555,0.0,1.456,1.489,1.023,0.371,0.229,17.118,1.168,Summer,246.199,4.302,Spring,44.0,1950-01-01 00:00:00,1993-09-30 00:00:00,74.0,1950-01-01 00:00:00,2023-06-30 00:00:00
FI000459,0.824,0.559,2.134,2.883,0.515,196.667,37.388,0.091,3.009,13.57,15.833,69.993,22.273,0.0,1.456,1.489,1.023,0.371,0.229,17.118,1.168,Summer,246.199,4.302,Spring,7.0,1950-01-01 00:00:00,1956-12-31 00:00:00,74.0,1950-01-01 00:00:00,2023-06-30 00:00:00
FI000460,0.703,0.48,1.555,3.239,0.556,177.111,40.775,0.051,2.371,4.058,10.25,96.311,26.297,0.0,1.489,1.491,1.002,0.36,0.242,17.092,1.172,Summer,243.346,4.225,Spring,11.0,2013-03-25 00:00:00,2023-05-01 00:00:00,74.0,1950-01-01 00:00:00,2023-06-30 00:00:00
FI000461,0.484,0.318,0.53,4.255,,160.933,52.844,0.0,1.81,6.223,13.25,112.24,28.537,0.126,1.483,1.493,1.007,0.364,0.24,17.255,1.169,Summer,243.908,4.235,Spring,19.0,2005-09-09 00:00:00,2023-05-01 00:00:00,74.0,1950-01-01 00:00:00,2023-06-30 00:00:00
FI000462,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FI000463,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FI000464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FI000465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FI000466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FI000467,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FI000468,1.131,0.635,1.227,3.007,0.511,166.667,39.888,0.145,3.942,7.431,3.426,60.348,14.858,0.0,1.67,1.365,0.817,0.23,0.214,18.564,1.163,Summer,245.475,4.23,Spring,44.0,1980-01-01 00:00:00,2023-05-01 00:00:00,74.0,1950-01-01 00:00:00,2023-06-30 00:00:00
FI000469,1.267,0.76,0.601,3.11,0.503,183.333,38.801,0.158,4.642,12.102,4.654,72.11,13.865,0.0,1.67,1.365,0.817,0.23,0.214,18.564,1.163,Summer,245.475,4.23,Spring,10.0,1970-01-01 00:00:00,1979-12-31 00:00:00,74.0,1950-01-01 00:00:00,2023-06-30 00:00:00
FI000470,0.962,0.593,1.303,3.868,0.433,180.917,64.196,0.034,4.049,25.096,5.444,123.14,30.6,0.004,1.598,1.323,0.828,0.248,0.208,19.215,1.17,Summer,248.38,4.246,Spring,14.0,1972-01-01 00:00:00,1985-08-31 00:00:00,74.0,1950-01-01 00:00:00,2023-06-30 00:00:00
FI000471,0.952,0.559,1.178,4.077,0.414,161.829,44.034,0.036,4.002,19.92,3.488,118.35,21.951,0.0,1.603,1.33,0.83,0.249,0.209,19.202,1.17,Summer,248.185,4.245,Spring,39.0,1985-08-08 00:00:00,2023-05-01 00:00:00,74.0,1950-01-01 00:00:00,2023-06-30 00:00:00
FI000472,0.837,0.517,1.257,3.541,0.454,165.951,46.853,0.048,3.234,16.962,3.72,101.748,22.087,0.0,1.536,1.317,0.857,0.279,0.208,19.047,1.166,Summer,251.156,4.352,Spring,43.0,1981-01-01 00:00:00,2023-05-01 00:00:00,74.0,1950-01-01 00:00:00,2023-06-30 00:00:00
FI000473,0.916,0.667,1.817,4.472,0.439,174.0,46.148,0.019,4.108,32.425,9.458,135.415,35.111,0.031,1.481,1.339,0.904,0.308,0.208,19.416,1.175,Summer,253.313,4.383,Spring,7.0,1972-01-01 00:00:00,1978-12-31 00:00:00,74.0,1950-01-01 00:00:00,2023-06-30 00:00:00
FI000474,0.774,0.501,1.155,4.126,0.418,167.256,45.539,0.024,3.212,24.254,4.694,126.074,24.296,0.0,1.481,1.339,0.904,0.308,0.208,19.416,1.175,Summer,253.313,4.383,Spring,45.0,1979-01-01 00:00:00,2023-05-01 00:00:00,74.0,1950-01-01 00:00:00,2023-06-30 00:00:00
FI000475,0.676,0.446,1.167,3.731,0.465,181.56,39.895,0.032,2.574,16.424,4.014,105.131,27.672,0.004,1.475,1.408,0.955,0.331,0.216,18.54,1.166,Summer,251.64,4.349,Spring,52.0,1972-01-01 00:00:00,2023-05-01 00:00:00,74.0,1950-01-01 00:00:00,2023-06-30 00:00:00
