basin_id,q_mean,q_runoff_ratio,q_elas_Sankarasubramanian,slope_sawicz,baseflow_index,hfd_mean,hfd_std,q_5,q_95,hq_freq,hq_dur,lq_freq,lq_dur,zero_q_freq,p_mean,pet_mean,aridity,p_seasonality,frac_snow,hp_freq,hp_dur,hp_time,lp_freq,lp_dur,lp_time,num_years_hydro,start_date_hydro,end_date_hydro,num_years_climatic,start_date_climatic,end_date_climatic
FI000247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FI000248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FI000249,1.107,0.746,1.407,3.937,0.353,183.7,70.247,0.055,5.675,44.407,6.58,171.628,29.014,0.029,1.67,1.532,0.917,0.174,0.222,18.301,1.165,Summer,240.652,4.245,Spring,12.0,1952-01-01 00:00:00,1964-12-31 00:00:00,74.0,1950-01-01 00:00:00,2023-06-30 00:00:00
FI000250,1.179,0.687,1.991,4.451,0.359,182.824,33.362,0.017,5.509,37.503,4.688,158.123,22.062,0.007,1.67,1.532,0.917,0.174,0.222,18.301,1.165,Summer,240.652,4.245,Spring,18.0,1970-01-01 00:00:00,1987-12-31 00:00:00,74.0,1950-01-01 00:00:00,2023-06-30 00:00:00
FI000251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FI000252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FI000253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FI000254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FI000255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FI000256,0.702,0.422,0.486,1.605,0.825,201.824,23.966,0.273,1.316,,,0.025,1.0,0.0,1.614,1.457,0.903,0.281,0.254,15.511,1.157,Summer,233.499,3.979,Spring,40.0,1982-01-01 00:00:00,2021-07-31 00:00:00,74.0,1950-01-01 00:00:00,2023-06-30 00:00:00
FI000257,0.666,0.405,1.169,1.456,0.855,197.75,28.492,0.218,1.368,,,1.194,10.333,0.0,1.613,1.497,0.928,0.252,0.247,15.933,1.176,Summer,234.016,4.062,Spring,53.0,1971-01-01 00:00:00,2023-05-01 00:00:00,74.0,1950-01-01 00:00:00,2023-06-30 00:00:00
FI000258,,,,,,,,,,,,,,,1.657,1.394,0.841,0.311,0.277,11.443,1.129,Summer,216.532,3.798,Spring,0.0,,,74.0,1950-01-01 00:00:00,2023-06-30 00:00:00
FI000259,0.861,0.51,0.939,0.654,0.907,188.742,15.156,0.488,1.224,,,,,0.0,1.657,1.394,0.841,0.311,0.277,11.443,1.129,Summer,216.532,3.798,Spring,64.0,1960-01-01 00:00:00,2023-05-01 00:00:00,74.0,1950-01-01 00:00:00,2023-06-30 00:00:00
FI000260,0.844,0.564,-0.493,0.881,0.911,167.692,23.949,0.438,1.259,,,1.214,1.0,0.0,1.657,1.394,0.841,0.311,0.277,11.443,1.129,Summer,216.532,3.798,Spring,14.0,1950-01-01 00:00:00,1963-12-31 00:00:00,74.0,1950-01-01 00:00:00,2023-06-30 00:00:00
FI000261,0.922,0.531,0.77,0.479,0.871,189.5,6.411,0.55,1.226,,,,,0.0,1.657,1.394,0.841,0.311,0.277,11.443,1.129,Summer,216.532,3.798,Spring,8.0,2016-06-14 00:00:00,2023-05-01 00:00:00,74.0,1950-01-01 00:00:00,2023-06-30 00:00:00
FI000262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FI000263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FI000264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FI000265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FI000266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FI000267,0.867,0.581,0.609,0.853,0.872,204.909,21.626,0.383,1.655,,,,,0.0,1.64,1.475,0.9,0.221,0.245,16.273,1.192,Summer,235.581,4.111,Spring,12.0,1950-01-01 00:00:00,1961-12-31 00:00:00,74.0,1950-01-01 00:00:00,2023-06-30 00:00:00
FI000268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FI000269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FI000270,0.708,0.425,1.016,1.968,0.701,196.044,31.873,0.12,1.956,0.062,3.0,24.969,36.515,0.0,1.64,1.444,0.881,0.283,0.263,15.824,1.157,Summer,233.445,3.931,Spring,49.0,1975-01-01 00:00:00,2023-05-01 00:00:00,74.0,1950-01-01 00:00:00,2023-06-30 00:00:00
FI000271,0.545,0.342,0.541,2.598,0.679,187.714,54.579,0.089,1.573,,,35.153,32.8,0.0,1.622,1.479,0.912,0.281,0.267,16.151,1.149,Summer,233.835,3.984,Spring,10.0,1976-01-01 00:00:00,1992-12-31 00:00:00,74.0,1950-01-01 00:00:00,2023-06-30 00:00:00
FI000272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FI000273,0.797,0.488,0.833,1.278,0.864,206.714,29.232,0.326,1.518,,,0.764,56.0,0.0,1.635,1.499,0.917,0.293,0.267,15.906,1.155,Summer,233.426,3.967,Spring,74.0,1950-01-01 00:00:00,2023-05-01 00:00:00,74.0,1950-01-01 00:00:00,2023-06-30 00:00:00
FI000274,0.777,0.493,1.257,1.042,0.858,211.154,28.809,0.377,1.484,,,,,0.0,1.636,1.499,0.916,0.294,0.267,15.852,1.157,Summer,233.576,3.976,Spring,15.0,1950-01-01 00:00:00,1965-12-31 00:00:00,74.0,1950-01-01 00:00:00,2023-06-30 00:00:00
FI000275,0.752,0.463,1.175,1.417,0.854,195.857,29.644,0.256,1.421,,,1.872,68.0,0.0,1.608,1.499,0.932,0.303,0.264,16.546,1.179,Summer,236.093,4.029,Spring,37.0,1987-01-01 00:00:00,2023-05-01 00:00:00,74.0,1950-01-01 00:00:00,2023-06-30 00:00:00
FI000276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FI000277,0.714,0.434,1.194,1.492,0.886,184.928,25.752,0.299,1.175,,,0.533,39.0,0.0,1.644,1.503,0.915,0.281,0.267,15.498,1.137,Summer,232.773,3.966,Spring,74.0,1950-01-01 00:00:00,2023-05-01 00:00:00,74.0,1950-01-01 00:00:00,2023-06-30 00:00:00
FI000278,0.679,0.412,0.698,1.804,0.853,182.986,28.194,0.238,1.1,,,2.33,2.931,0.0,1.644,1.503,0.914,0.281,0.267,15.525,1.138,Summer,232.909,3.967,Spring,74.0,1950-01-01 00:00:00,2023-05-01 00:00:00,74.0,1950-01-01 00:00:00,2023-06-30 00:00:00
FI000279,0.738,0.445,1.514,1.676,0.795,202.027,29.208,0.17,1.641,,,12.612,24.095,0.0,1.625,1.502,0.924,0.269,0.255,16.383,1.157,Summer,236.121,4.11,Spring,41.0,1980-01-01 00:00:00,2020-04-27 00:00:00,74.0,1950-01-01 00:00:00,2023-06-30 00:00:00
FI000280,1.074,0.667,1.107,3.341,0.546,221.591,8.145,0.037,4.052,12.434,11.44,89.823,55.838,0.0,1.635,1.39,0.85,0.352,0.277,15.811,1.168,Summer,232.914,3.933,Spring,23.0,1975-01-01 00:00:00,1997-12-31 00:00:00,74.0,1950-01-01 00:00:00,2023-06-30 00:00:00
FI000281,0.985,0.574,1.048,2.268,0.548,211.718,24.98,0.036,3.205,5.442,10.25,48.421,2.427,0.023,1.655,1.369,0.827,0.345,0.282,15.933,1.162,Summer,231.826,3.878,Spring,47.0,1969-01-01 00:00:00,2023-05-01 00:00:00,74.0,1950-01-01 00:00:00,2023-06-30 00:00:00
FI000282,1.338,0.825,0.229,3.386,0.473,221.0,1.732,0.159,5.763,21.974,14.875,94.913,64.25,0.0,1.697,1.344,0.792,0.34,0.283,15.362,1.159,Summer,230.247,3.844,Spring,6.0,1966-01-01 00:00:00,1972-12-31 00:00:00,74.0,1950-01-01 00:00:00,2023-06-30 00:00:00
FI000283,1.12,0.632,1.143,3.422,0.526,215.896,18.902,0.119,4.084,12.967,10.867,75.954,41.065,0.0,1.697,1.344,0.792,0.34,0.283,15.362,1.159,Summer,230.247,3.844,Spring,51.0,1973-01-01 00:00:00,2023-05-01 00:00:00,74.0,1950-01-01 00:00:00,2023-06-30 00:00:00
FI000284,0.518,0.398,-0.368,1.565,0.694,157.0,,0.146,1.217,,,9.507,9.5,0.0,1.659,1.376,0.829,0.342,0.277,15.307,1.162,Summer,231.948,3.948,Spring,2.0,1950-01-01 00:00:00,1951-12-31 00:00:00,74.0,1950-01-01 00:00:00,2023-06-30 00:00:00
FI000285,0.905,0.512,1.563,3.329,0.534,210.861,24.485,0.019,3.233,7.175,13.19,71.594,13.751,0.001,1.659,1.376,0.829,0.342,0.277,15.307,1.162,Summer,231.948,3.948,Spring,40.0,1983-01-01 00:00:00,2023-05-01 00:00:00,74.0,1950-01-01 00:00:00,2023-06-30 00:00:00
FI000286,0.416,0.322,-0.218,1.081,0.75,154.0,,0.121,0.824,,,11.008,22.0,0.0,1.657,1.376,0.83,0.34,0.276,15.266,1.158,Summer,231.812,3.967,Spring,2.0,1950-01-01 00:00:00,1951-12-31 00:00:00,74.0,1950-01-01 00:00:00,2023-06-30 00:00:00
FI000287,0.956,0.545,1.345,3.09,0.561,206.056,26.589,0.087,3.127,2.129,8.1,73.139,17.955,0.007,1.657,1.376,0.83,0.34,0.276,15.266,1.158,Summer,231.812,3.967,Spring,40.0,1977-09-01 00:00:00,2023-05-01 00:00:00,74.0,1950-01-01 00:00:00,2023-06-30 00:00:00
FI000288,0.765,0.449,0.909,2.141,0.65,201.211,28.886,0.136,2.337,2.519,5.722,20.714,30.25,0.0,1.627,1.418,0.872,0.336,0.264,16.247,1.139,Summer,234.496,3.963,Spring,42.0,1982-04-06 00:00:00,2023-05-01 00:00:00,74.0,1950-01-01 00:00:00,2023-06-30 00:00:00
FI000289,1.089,0.605,1.063,8.166,0.371,159.154,39.562,0.092,3.303,,,157.68,3.238,0.0,1.713,1.34,0.782,0.337,0.294,14.967,1.148,Summer,227.689,3.83,Spring,41.0,1983-01-01 00:00:00,2023-05-01 00:00:00,74.0,1950-01-01 00:00:00,2023-06-30 00:00:00
FI000290,1.151,0.676,1.392,2.499,0.634,182.095,43.33,0.22,2.788,0.282,3.0,22.54,14.515,0.003,1.713,1.34,0.782,0.337,0.294,14.967,1.148,Summer,227.689,3.83,Spring,22.0,1961-10-01 00:00:00,1982-12-31 00:00:00,74.0,1950-01-01 00:00:00,2023-06-30 00:00:00
FI000291,0.913,0.519,1.049,1.955,0.687,173.235,35.626,0.208,2.199,0.139,3.0,1.34,29.0,0.0,1.711,1.342,0.784,0.335,0.292,14.831,1.146,Summer,227.893,3.849,Spring,25.0,1998-04-13 00:00:00,2023-05-01 00:00:00,74.0,1950-01-01 00:00:00,2023-06-30 00:00:00
FI000292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FI000293,1.044,0.583,1.126,2.742,0.48,163.581,32.342,0.0,2.695,,,86.611,2.096,0.221,1.706,1.346,0.789,0.331,0.287,14.967,1.158,Summer,228.383,3.845,Spring,33.0,1991-01-01 00:00:00,2023-05-01 00:00:00,74.0,1950-01-01 00:00:00,2023-06-30 00:00:00
FI000294,0.99,0.572,1.149,2.437,0.495,188.569,37.895,0.0,2.824,,,81.448,1.942,0.195,1.702,1.349,0.792,0.327,0.287,14.777,1.148,Summer,227.893,3.854,Spring,67.0,1957-01-01 00:00:00,2023-05-01 00:00:00,74.0,1950-01-01 00:00:00,2023-06-30 00:00:00
FI000295,0.935,0.651,0.678,1.565,0.793,222.25,22.031,0.357,2.086,,,0.889,2.667,0.0,1.688,1.354,0.802,0.323,0.284,14.994,1.148,Summer,229.145,3.889,Spring,9.0,1950-01-01 00:00:00,1958-12-31 00:00:00,74.0,1950-01-01 00:00:00,2023-06-30 00:00:00
FI000296,0.933,0.525,1.422,1.982,0.695,164.273,31.255,0.106,2.051,,,32.919,15.694,0.018,1.688,1.354,0.802,0.323,0.284,14.994,1.148,Summer,229.145,3.889,Spring,35.0,1989-01-01 00:00:00,2023-05-01 00:00:00,74.0,1950-01-01 00:00:00,2023-06-30 00:00:00
FI000297,1.049,0.645,1.28,2.435,0.633,220.707,9.842,0.222,3.409,4.24,8.9,16.53,30.174,0.0,1.715,1.402,0.817,0.288,0.297,15.457,1.142,Summer,227.934,3.848,Spring,42.0,1950-01-01 00:00:00,1991-12-31 00:00:00,74.0,1950-01-01 00:00:00,2023-06-30 00:00:00
FI000298,1.283,0.764,0.902,2.682,0.612,222.476,10.907,0.212,4.282,4.317,8.25,34.227,31.4,0.0,1.719,1.402,0.816,0.29,0.299,15.484,1.139,Summer,227.472,3.827,Spring,23.0,1965-01-01 00:00:00,1987-12-31 00:00:00,74.0,1950-01-01 00:00:00,2023-06-30 00:00:00
FI000299,1.104,0.614,0.858,2.938,0.614,211.343,29.367,0.14,3.662,2.918,8.833,42.14,36.452,0.0,1.698,1.37,0.807,0.309,0.292,15.008,1.147,Summer,228.533,3.887,Spring,37.0,1987-01-01 00:00:00,2023-05-01 00:00:00,74.0,1950-01-01 00:00:00,2023-06-30 00:00:00
FI000300,0.907,0.644,1.936,1.161,0.756,219.3,14.878,0.274,2.189,,,12.476,1.651,0.0,1.693,1.369,0.809,0.31,0.287,14.872,1.142,Summer,228.723,3.911,Spring,11.0,1950-01-01 00:00:00,1960-12-31 00:00:00,74.0,1950-01-01 00:00:00,2023-06-30 00:00:00
FI000301,1.051,0.603,1.282,1.582,0.666,188.262,34.568,0.0,2.172,,,33.725,2.031,0.062,1.693,1.37,0.809,0.31,0.287,14.817,1.143,Summer,228.751,3.912,Spring,63.0,1961-01-01 00:00:00,2023-05-01 00:00:00,74.0,1950-01-01 00:00:00,2023-06-30 00:00:00
FI000302,0.665,0.388,1.591,2.689,0.628,204.571,27.119,0.089,2.226,4.191,10.0,38.193,41.424,0.0,1.61,1.374,0.853,0.329,0.26,16.437,1.141,Summer,234.751,4.015,Spring,37.0,1982-03-29 00:00:00,2018-01-11 00:00:00,74.0,1950-01-01 00:00:00,2023-06-30 00:00:00
FI000303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FI000304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FI000305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FI000306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FI000307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FI000308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FI000309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FI000310,1.056,0.589,1.171,2.202,0.663,210.745,28.685,0.239,3.357,1.135,5.583,11.111,29.818,0.0,1.739,1.416,0.814,0.265,0.3,14.872,1.135,Summer,226.533,3.826,Spring,61.0,1961-01-01 00:00:00,2023-05-01 00:00:00,74.0,1950-01-01 00:00:00,2023-06-30 00:00:00
FI000311,1.233,0.644,0.981,3.259,0.618,221.6,15.694,0.221,3.6,3.055,6.667,31.927,26.125,0.0,1.746,1.416,0.811,0.265,0.303,14.763,1.139,Summer,226.125,3.807,Spring,8.0,1986-05-26 00:00:00,1993-08-31 00:00:00,74.0,1950-01-01 00:00:00,2023-06-30 00:00:00
FI000312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FI000313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FI000314,0.612,0.39,1.272,1.578,0.758,189.167,25.569,0.129,1.318,,,8.408,1.605,0.0,1.617,1.474,0.912,0.302,0.264,15.988,1.161,Summer,234.379,4.0,Spring,8.0,2016-01-25 00:00:00,2023-05-01 00:00:00,74.0,1950-01-01 00:00:00,2023-06-30 00:00:00
FI000315,0.745,0.498,1.541,1.388,0.819,215.833,26.679,0.179,1.581,,,12.999,91.0,0.0,1.617,1.474,0.912,0.302,0.264,16.002,1.161,Summer,234.433,4.004,Spring,7.0,1950-01-01 00:00:00,1956-12-31 00:00:00,74.0,1950-01-01 00:00:00,2023-06-30 00:00:00
FI000316,0.741,0.455,1.165,2.876,0.511,179.871,37.012,0.0,1.976,,,91.107,2.33,0.213,1.614,1.48,0.917,0.299,0.266,15.893,1.165,Summer,234.869,4.027,Spring,64.0,1960-01-01 00:00:00,2023-05-01 00:00:00,74.0,1950-01-01 00:00:00,2023-06-30 00:00:00
FI000317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FI000318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FI000319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FI000320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FI000321,0.857,0.55,0.784,1.945,0.73,221.8,26.254,0.262,2.49,,,,,0.0,1.636,1.425,0.871,0.357,0.274,16.247,1.173,Summer,235.073,3.991,Spring,43.0,1950-01-01 00:00:00,2005-05-01 00:00:00,74.0,1950-01-01 00:00:00,2023-06-30 00:00:00
FI000322,1.062,0.613,0.455,3.676,0.713,260.0,,0.126,2.432,,,54.037,54.0,0.0,1.636,1.425,0.871,0.356,0.273,16.233,1.174,Summer,234.991,3.995,Spring,2.0,1973-01-01 00:00:00,1974-12-31 00:00:00,74.0,1950-01-01 00:00:00,2023-06-30 00:00:00
FI000323,0.932,0.572,1.101,2.364,0.713,216.947,22.882,0.231,2.516,0.301,6.0,7.271,48.333,0.0,1.636,1.425,0.871,0.356,0.273,16.233,1.174,Summer,234.991,3.995,Spring,20.0,1975-01-01 00:00:00,1994-12-11 00:00:00,74.0,1950-01-01 00:00:00,2023-06-30 00:00:00
FI000324,0.736,0.421,1.376,1.571,0.855,210.222,29.465,0.32,1.359,,,,,0.0,1.655,1.438,0.869,0.34,0.271,15.688,1.156,Summer,233.785,3.962,Spring,30.0,1994-01-01 00:00:00,2023-05-01 00:00:00,74.0,1950-01-01 00:00:00,2023-06-30 00:00:00
FI000325,0.83,0.521,0.991,1.161,0.858,214.628,27.87,0.388,1.678,,,,,0.0,1.655,1.438,0.869,0.34,0.271,15.688,1.156,Summer,233.785,3.962,Spring,45.0,1950-01-01 00:00:00,1994-02-28 00:00:00,74.0,1950-01-01 00:00:00,2023-06-30 00:00:00
FI000326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FI000327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FI000328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FI000329,0.922,0.523,1.268,1.997,0.679,202.571,28.745,0.24,2.425,0.855,6.111,11.767,7.422,0.006,1.729,1.425,0.824,0.305,0.276,14.845,1.164,Summer,225.254,3.815,Spring,65.0,1959-01-01 00:00:00,2023-05-01 00:00:00,74.0,1950-01-01 00:00:00,2023-06-30 00:00:00
FI000330,0.944,0.512,1.301,2.238,0.67,211.947,20.228,0.243,2.484,0.695,8.5,11.611,5.164,0.007,1.73,1.427,0.825,0.304,0.276,14.872,1.164,Summer,225.403,3.819,Spring,26.0,1982-09-01 00:00:00,2007-08-31 00:00:00,74.0,1950-01-01 00:00:00,2023-06-30 00:00:00
FI000331,0.935,0.508,1.335,2.165,0.628,214.25,19.753,0.213,2.79,3.786,7.0,13.149,3.326,0.001,1.731,1.43,0.826,0.3,0.277,14.817,1.163,Summer,225.744,3.824,Spring,26.0,1982-09-01 00:00:00,2007-08-31 00:00:00,74.0,1950-01-01 00:00:00,2023-06-30 00:00:00
FI000332,1.015,0.557,1.137,2.1,0.666,203.073,26.582,0.235,2.734,1.039,4.889,11.245,3.902,0.004,1.731,1.43,0.826,0.3,0.276,14.817,1.163,Summer,225.784,3.823,Spring,43.0,1981-01-01 00:00:00,2023-05-01 00:00:00,74.0,1950-01-01 00:00:00,2023-06-30 00:00:00
FI000333,0.715,0.407,1.278,1.471,0.79,201.25,22.785,0.283,1.58,,,,,0.0,1.669,1.46,0.875,0.274,0.264,15.43,1.164,Summer,229.377,3.895,Spring,46.0,1978-01-01 00:00:00,2023-05-01 00:00:00,74.0,1950-01-01 00:00:00,2023-06-30 00:00:00
FI000334,1.515,0.962,1.135,2.291,0.554,225.0,4.726,0.293,4.665,9.25,9.25,19.375,22.143,0.0,1.683,1.366,0.812,0.354,0.288,13.783,1.167,Summer,224.247,3.769,Spring,8.0,1965-01-01 00:00:00,1972-12-31 00:00:00,74.0,1950-01-01 00:00:00,2023-06-30 00:00:00
FI000335,1.434,0.813,1.106,2.247,0.598,214.041,20.121,0.338,4.556,6.505,7.605,9.111,26.941,0.0,1.683,1.366,0.812,0.354,0.288,13.783,1.167,Summer,224.247,3.769,Spring,51.0,1973-01-01 00:00:00,2023-05-01 00:00:00,74.0,1950-01-01 00:00:00,2023-06-30 00:00:00
FI000336,1.058,0.644,0.89,1.339,0.855,215.25,30.442,0.489,2.053,,,,,0.0,1.643,1.302,0.792,0.354,0.303,12.164,1.184,Summer,217.811,3.897,Spring,74.0,1950-01-01 00:00:00,2023-05-01 00:00:00,74.0,1950-01-01 00:00:00,2023-06-30 00:00:00
FI000337,0.988,0.715,1.732,1.46,0.818,218.9,21.111,0.384,2.056,,,0.546,1.5,0.0,1.65,1.317,0.798,0.355,0.298,12.137,1.177,Summer,218.138,3.885,Spring,11.0,1950-01-01 00:00:00,1960-12-31 00:00:00,74.0,1950-01-01 00:00:00,2023-06-30 00:00:00
FI000338,1.035,0.61,1.149,1.441,0.834,213.049,24.518,0.447,1.939,,,0.144,1.5,0.0,1.65,1.317,0.798,0.355,0.298,12.137,1.177,Summer,218.138,3.885,Spring,63.0,1961-01-01 00:00:00,2023-05-01 00:00:00,74.0,1950-01-01 00:00:00,2023-06-30 00:00:00
FI000339,1.118,0.715,0.995,2.332,0.566,222.0,3.859,0.235,3.891,10.298,11.889,14.052,14.6,0.0,1.719,1.385,0.806,0.325,0.293,14.532,1.152,Summer,225.227,3.767,Spring,11.0,1963-08-12 00:00:00,1973-12-31 00:00:00,74.0,1950-01-01 00:00:00,2023-06-30 00:00:00
FI000340,1.087,0.597,0.862,2.876,0.565,216.383,17.411,0.184,3.891,10.103,9.96,32.074,35.133,0.0,1.719,1.385,0.806,0.325,0.293,14.532,1.152,Summer,225.227,3.767,Spring,50.0,1974-01-01 00:00:00,2023-05-01 00:00:00,74.0,1950-01-01 00:00:00,2023-06-30 00:00:00
FI000341,0.957,0.684,1.741,2.843,0.575,228.7,8.26,0.14,3.776,15.09,13.833,46.815,51.5,0.0,1.675,1.372,0.819,0.334,0.289,15.076,1.131,Summer,227.757,3.862,Spring,11.0,1950-01-01 00:00:00,1960-12-31 00:00:00,74.0,1950-01-01 00:00:00,2023-06-30 00:00:00
FI000342,1.064,0.608,0.983,2.965,0.476,215.911,10.235,0.141,4.026,17.828,6.798,67.864,27.904,0.0,1.677,1.36,0.811,0.341,0.291,15.144,1.136,Summer,227.649,3.841,Spring,48.0,1976-01-01 00:00:00,2023-05-01 00:00:00,74.0,1950-01-01 00:00:00,2023-06-30 00:00:00
FI000343,0.986,0.551,1.143,2.871,0.447,209.214,17.523,0.0,3.784,14.121,9.489,82.177,2.707,0.117,1.675,1.372,0.819,0.334,0.289,15.076,1.131,Summer,227.757,3.862,Spring,31.0,1993-01-01 00:00:00,2023-05-01 00:00:00,74.0,1950-01-01 00:00:00,2023-06-30 00:00:00
FI000344,1.236,0.684,1.172,2.246,0.629,212.587,16.408,0.301,3.731,3.38,6.154,5.261,10.375,0.0,1.707,1.323,0.775,0.338,0.306,13.715,1.164,Summer,220.505,3.786,Spring,48.0,1976-01-01 00:00:00,2023-05-01 00:00:00,74.0,1950-01-01 00:00:00,2023-06-30 00:00:00
FI000345,1.022,0.585,1.218,2.644,0.677,217.0,26.674,0.214,2.937,0.139,8.0,14.154,26.194,0.0,1.682,1.35,0.803,0.337,0.293,13.457,1.154,Summer,221.635,3.845,Spring,59.0,1965-11-23 00:00:00,2023-05-01 00:00:00,74.0,1950-01-01 00:00:00,2023-06-30 00:00:00
FI000346,1.05,0.711,1.167,1.891,0.774,229.5,11.65,0.331,2.602,,,,,0.0,1.688,1.37,0.811,0.334,0.286,13.647,1.145,Summer,222.206,3.82,Spring,9.0,1950-01-01 00:00:00,1958-12-31 00:00:00,74.0,1950-01-01 00:00:00,2023-06-30 00:00:00
FI000347,0.997,0.632,1.158,2.1,0.793,225.765,31.632,0.322,2.314,,,,,0.0,1.688,1.37,0.811,0.334,0.286,13.647,1.145,Summer,222.206,3.82,Spring,18.0,1959-01-01 00:00:00,1976-12-31 00:00:00,74.0,1950-01-01 00:00:00,2023-06-30 00:00:00
FI000348,0.985,0.554,1.213,1.986,0.766,216.312,33.977,0.296,2.355,,,5.455,36.0,0.0,1.688,1.37,0.811,0.334,0.286,13.647,1.145,Summer,222.206,3.82,Spring,33.0,1977-01-01 00:00:00,2009-12-31 00:00:00,74.0,1950-01-01 00:00:00,2023-06-30 00:00:00
FI000349,1.106,0.748,0.67,1.432,0.834,229.75,16.317,0.495,2.105,,,,,0.0,1.713,1.356,0.792,0.337,0.296,14.3,1.151,Summer,223.798,3.777,Spring,5.0,1950-01-01 00:00:00,1954-12-31 00:00:00,74.0,1950-01-01 00:00:00,2023-06-30 00:00:00
FI000350,1.115,0.754,0.768,1.548,0.833,227.25,21.235,0.487,2.146,,,,,0.0,1.713,1.356,0.792,0.337,0.296,14.3,1.151,Summer,223.798,3.777,Spring,5.0,1950-01-01 00:00:00,1954-12-31 00:00:00,74.0,1950-01-01 00:00:00,2023-06-30 00:00:00
FI000351,1.042,0.718,0.887,2.1,0.791,233.75,9.57,0.42,2.383,,,0.351,2.0,0.0,1.697,1.366,0.805,0.335,0.29,13.77,1.141,Summer,221.839,3.797,Spring,6.0,1950-01-01 00:00:00,1955-09-15 00:00:00,74.0,1950-01-01 00:00:00,2023-06-30 00:00:00
FI000352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FI000353,0.995,0.697,0.292,0.979,0.885,215.0,26.115,0.601,1.587,,,,,0.0,1.679,1.357,0.808,0.341,0.293,12.205,1.149,Summer,218.369,3.842,Spring,6.0,1950-01-01 00:00:00,1956-12-31 00:00:00,74.0,1950-01-01 00:00:00,2023-06-30 00:00:00
FI000354,0.995,0.582,1.116,1.032,0.899,205.825,28.174,0.55,1.64,,,0.016,1.0,0.0,1.679,1.357,0.808,0.34,0.293,12.232,1.15,Summer,218.464,3.845,Spring,66.0,1958-12-01 00:00:00,2023-05-01 00:00:00,74.0,1950-01-01 00:00:00,2023-06-30 00:00:00
FI000355,0.962,0.636,0.614,1.116,0.901,203.85,28.688,0.525,1.599,,,,,0.0,1.68,1.358,0.808,0.34,0.293,12.273,1.149,Summer,218.491,3.846,Spring,21.0,1950-01-01 00:00:00,1970-12-31 00:00:00,74.0,1950-01-01 00:00:00,2023-06-30 00:00:00
FI000356,1.025,0.586,1.12,1.041,0.898,206.8,27.935,0.579,1.717,,,0.039,2.0,0.0,1.68,1.359,0.809,0.34,0.292,12.246,1.149,Summer,218.546,3.847,Spring,52.0,1972-01-01 00:00:00,2023-05-01 00:00:00,74.0,1950-01-01 00:00:00,2023-06-30 00:00:00
FI000357,1.069,0.724,0.657,1.137,0.861,202.857,26.736,0.531,1.85,,,,,0.0,1.698,1.425,0.839,0.295,0.278,15.715,1.135,Summer,229.485,3.857,Spring,8.0,1950-01-01 00:00:00,1957-12-31 00:00:00,74.0,1950-01-01 00:00:00,2023-06-30 00:00:00
FI000358,1.379,0.754,1.03,3.14,0.527,203.116,26.702,0.159,5.08,11.504,6.892,58.243,26.896,0.0,1.725,1.431,0.829,0.284,0.289,15.443,1.142,Summer,228.751,3.839,Spring,45.0,1979-01-01 00:00:00,2023-05-01 00:00:00,74.0,1950-01-01 00:00:00,2023-06-30 00:00:00
