basin_id,ele_mt_max,ele_mt_mean,ele_mt_min,slp_dg_mean,flat_area_fra,steep_area_fra,elon_ratio,strm_dens
DENI1938,466.194,260.315,130.224,6.502,25.196,5.95,0.593,0.126
DENI1939,50.948,36.254,20.62,0.717,99.871,0.0,0.753,0.043
DENI1940,152.036,70.758,45.618,1.253,95.049,0.0,0.635,0.136
DENI1941,180.585,75.455,36.267,1.024,94.87,0.0,0.595,0.203
DENI1942,1147.427,294.081,77.414,5.07,53.222,8.056,0.714,0.186
DENI1943,530.556,331.39,131.825,5.49,30.005,3.508,0.633,0.134
DENI1944,42.494,33.156,23.233,0.551,100.0,0.0,0.573,0.015
DENW1022,166.025,110.859,75.317,1.353,94.39,0.169,0.524,0.125
DENW1023,447.057,170.525,63.679,3.79,53.936,1.35,0.648,0.171
DENW1024,599.141,487.075,343.371,5.462,26.473,2.106,0.657,0.09
DENW1025,166.025,75.58,52.186,0.675,98.843,0.036,0.603,0.172
DENW1026,844.762,428.201,154.986,10.284,8.481,21.02,0.556,0.195
DENW1027,513.708,366.907,165.354,10.449,8.285,22.471,0.648,0.098
DENW1028,436.722,335.523,218.326,6.234,18.352,2.492,0.564,0.0
DENW1029,687.935,438.685,83.225,5.918,36.727,8.247,0.54,0.208
DENW1030,112.842,66.118,54.033,0.467,99.805,0.0,0.492,0.163
DENW1031,174.188,75.159,28.079,0.954,94.767,0.0,0.464,0.204
DENW1032,193.209,101.451,61.561,1.789,84.767,0.0,0.516,0.087
DENW1033,570.235,417.793,224.501,6.376,19.468,3.802,0.734,0.142
DENW1034,751.594,571.49,418.359,8.226,9.317,7.965,0.652,0.105
DENW1035,304.435,139.507,87.395,2.293,81.585,0.809,0.545,0.019
DENW1036,844.762,409.889,145.538,8.536,14.868,13.789,0.853,0.189
DENW1037,104.058,80.711,66.893,0.649,99.937,0.0,0.585,0.0
DENW1038,526.059,351.879,257.051,6.533,21.501,3.02,0.588,0.0
DENW1039,550.435,346.537,222.041,7.613,14.971,6.9,0.694,0.102
DENW1040,844.762,559.168,350.99,9.406,8.392,15.025,0.565,0.146
DENW1041,646.012,405.961,250.87,5.729,25.045,1.997,0.65,0.144
DENW1042,646.012,405.935,246.933,5.729,25.054,1.997,0.65,0.144
DENW1043,617.532,290.644,85.055,4.018,51.756,1.83,0.614,0.203
DENW1044,361.172,214.327,142.451,2.581,65.966,0.012,0.568,0.11
DENW1045,159.68,58.68,42.412,1.052,97.192,0.0,0.462,0.113
DENW1046,169.204,75.81,38.225,1.032,94.969,0.0,0.58,0.193
DENW1047,608.646,453.627,299.5,10.987,4.764,23.238,0.571,0.025
DENW1048,570.235,256.807,91.027,3.035,64.035,0.969,0.603,0.167
DENW1049,475.699,208.903,91.027,2.054,77.527,0.05,0.674,0.14
DENW1050,432.683,193.462,129.353,3.967,49.581,1.01,0.631,0.035
DENW1051,390.412,232.862,91.135,2.59,68.965,0.018,0.562,0.162
DENW1052,84.294,65.901,45.16,0.642,99.501,0.0,0.527,0.113
DENW1053,103.31,64.551,44.199,0.782,99.145,0.0,0.582,0.077
DENW1054,306.234,130.658,72.141,2.722,72.055,0.563,0.608,0.112
DENW1055,359.008,226.124,127.846,4.192,41.769,0.277,0.567,0.119
DENW1056,844.585,551.732,298.204,11.715,5.961,30.389,0.427,0.259
DENW1057,617.532,368.979,192.881,4.658,43.731,2.171,0.664,0.166
DENW1058,391.49,239.455,72.459,5.794,16.774,1.43,0.538,0.205
DENW1059,388.108,254.546,132.44,5.562,17.275,0.443,0.56,0.211
DENW1060,495.667,307.037,109.378,5.745,21.741,2.409,0.505,0.185
DENW1061,508.579,365.535,216.109,3.997,53.427,1.574,0.609,0.157
DENW1062,547.095,366.791,203.961,5.215,30.263,2.383,0.518,0.187
DENW1063,98.117,64.962,37.825,0.979,98.519,0.0,0.495,0.157
DENW1064,424.912,107.303,69.321,1.019,94.893,0.079,0.353,0.235
DENW1065,193.209,76.409,43.651,1.031,95.08,0.089,0.607,0.157
DENW1066,169.204,105.434,77.068,1.686,86.489,0.0,0.61,0.0
DENW1067,500.031,332.77,204.089,10.15,9.342,20.84,0.719,0.086
DENW1068,66.453,50.034,31.455,0.815,99.354,0.0,0.69,0.063
DENW1069,300.805,183.511,30.609,4.868,31.108,2.562,0.555,0.17
DENW1070,402.132,95.454,39.757,1.056,93.482,0.196,0.574,0.202
DENW1071,680.518,355.772,77.811,8.149,13.018,9.586,0.582,0.21
DENW1072,680.518,358.121,80.224,8.17,13.029,9.684,0.605,0.213
DENW1073,617.105,424.132,269.264,11.297,4.702,25.816,0.626,0.086
DENW1074,651.701,511.929,333.934,13.405,3.031,42.313,0.616,0.0
DENW1075,300.805,169.128,4.02,4.492,38.467,2.213,0.606,0.176
DENW1076,606.746,310.866,130.632,3.789,49.54,0.776,0.591,0.196
DENW1077,172.643,116.21,96.06,0.776,98.949,0.0,0.594,0.002
DENW1078,844.762,353.313,43.343,8.258,17.78,13.263,0.639,0.191
DENW1079,844.762,352.445,43.343,8.245,17.813,13.208,0.641,0.191
DENW1080,844.762,350.03,37.269,8.216,17.932,13.108,0.62,0.192
DENW1081,677.845,536.39,393.755,9.859,7.946,17.873,0.607,0.02
DENW1082,318.058,85.19,44.302,2.452,73.606,0.427,0.631,0.114
DENW1083,97.74,56.039,27.55,0.854,96.792,0.0,0.533,0.12
DENW1084,97.74,56.037,27.55,0.854,96.789,0.0,0.533,0.121
DENW1085,526.396,263.719,114.987,2.777,62.218,0.185,0.522,0.244
DENW1086,305.062,195.144,72.234,5.363,20.348,0.8,0.599,0.148
DENW1087,121.94,50.068,21.399,0.684,97.927,0.0,0.565,0.187
DENW1088,686.528,528.693,324.39,6.173,27.155,6.022,0.651,0.154
DENW1089,174.188,110.681,63.438,1.565,86.604,0.0,0.64,0.191
DENW1090,570.235,203.863,29.065,2.246,74.973,0.486,0.595,0.18
DENW1091,844.762,442.949,215.396,9.839,9.166,18.727,0.525,0.181
DENW1092,495.667,293.783,82.806,6.176,19.629,3.661,0.557,0.195
DENW1093,121.94,43.93,11.222,0.671,97.796,0.0,0.495,0.21
DENW1094,133.781,75.408,49.033,2.51,66.035,0.0,0.621,0.0
DENW1095,402.132,83.148,25.964,0.89,95.631,0.112,0.569,0.206
DENW1096,118.914,65.388,35.796,0.653,99.236,0.0,0.546,0.17
DENW1097,271.143,214.936,148.148,2.308,79.481,0.0,0.646,0.0
DENW1098,79.534,52.044,34.164,0.594,99.671,0.0,0.614,0.187
DENW1099,601.43,365.793,134.778,8.943,8.86,12.763,0.529,0.162
DENW1100,601.43,326.035,95.497,7.919,14.083,10.14,0.568,0.182
DENW1101,444.682,306.906,122.311,6.352,19.544,4.894,0.517,0.193
DENW1102,617.532,144.789,31.968,1.917,82.927,0.464,0.509,0.198
DENW1103,402.132,90.538,37.927,1.004,94.047,0.163,0.556,0.208
DENW1104,93.624,50.641,36.686,0.636,98.127,0.0,0.579,0.06
DENW1105,402.132,92.798,39.551,1.029,93.902,0.18,0.562,0.202
DENW1106,118.914,76.042,50.511,0.772,99.109,0.0,0.648,0.146
DENW1107,397.576,353.077,289.032,4.432,28.887,0.006,0.633,0.0
DENW1108,680.518,492.463,350.159,10.385,4.847,17.161,0.638,0.0
DENW1109,683.344,582.384,414.418,7.63,16.249,9.699,0.775,0.032
DENW1110,545.866,367.839,175.659,8.419,13.136,10.556,0.64,0.112
DENW1111,517.702,385.987,219.942,9.06,8.203,11.689,0.558,0.0
DENW1112,545.866,396.222,210.843,8.858,12.028,12.015,0.538,0.049
DENW1113,433.725,337.362,270.907,3.422,53.246,0.062,0.545,0.0
DENW1114,447.057,155.798,59.88,3.417,60.077,1.058,0.59,0.16
DENW1115,723.489,508.139,310.078,11.228,4.28,24.402,0.663,0.086
DENW1116,363.191,194.695,101.829,2.873,67.081,0.512,0.617,0.15
DENW1117,243.358,171.24,107.709,1.822,85.311,0.677,0.684,0.101
DENW1118,158.626,105.823,68.391,2.697,67.318,0.0,0.621,0.0
DENW1119,279.068,167.908,46.845,3.816,46.901,0.191,0.455,0.207
DENW1120,436.038,229.478,76.439,6.9,13.338,3.452,0.546,0.204
DENW1121,379.538,245.32,126.234,6.578,12.954,2.011,0.593,0.205
DENW1122,212.065,110.189,56.301,1.166,96.215,0.162,0.518,0.092
DENW1123,189.302,73.961,32.923,1.467,87.464,0.003,0.623,0.17
DENW1124,97.74,55.092,27.55,0.888,96.547,0.0,0.556,0.146
DENW1125,201.749,88.012,36.842,2.54,71.759,0.226,0.519,0.165
DENW1126,469.285,282.777,171.231,7.332,20.465,7.303,0.634,0.0
DENW1127,482.563,238.007,116.324,5.421,32.651,3.047,0.545,0.149
DENW1128,66.453,32.528,13.975,0.603,98.844,0.0,0.616,0.175
DENW1129,687.935,375.733,-55.243,5.065,43.966,5.842,0.639,0.217
DENW1130,79.052,43.114,35.913,0.638,97.832,0.0,0.539,0.0
DENW1131,363.191,228.377,148.713,3.585,53.022,0.508,0.68,0.052
DENW1132,605.781,517.453,371.076,4.45,39.269,1.764,0.608,0.138
DENW1133,77.778,31.941,14.719,0.671,97.114,0.0,0.453,0.254
DENW1134,356.503,138.709,93.861,1.389,90.347,0.811,0.402,0.02
DENW1135,167.249,89.488,54.934,1.776,79.649,0.0,0.602,0.0
DENW1136,617.532,212.547,63.107,2.678,71.366,0.956,0.693,0.213
DENW1137,844.762,545.411,286.119,13.261,4.68,40.059,0.502,0.177
DENW1138,601.43,436.56,332.435,6.986,11.608,2.093,0.819,0.0
DENW1139,606.746,277.117,-55.243,3.889,49.2,1.012,0.561,0.216
DENW1140,447.057,350.151,227.863,12.643,4.873,36.447,0.677,0.0
DENW1141,462.808,314.341,226.05,3.081,58.107,0.063,0.588,0.108
DENW1142,88.239,38.973,10.859,1.711,85.584,0.0,0.543,0.01
DENW1143,660.711,427.822,273.659,9.843,8.662,16.695,0.629,0.161
DENW1144,200.765,70.848,49.501,1.471,85.31,0.28,0.587,0.112
DENW1145,680.518,592.412,489.273,10.701,4.763,21.993,0.848,0.0
DENW1146,606.746,290.801,102.052,3.876,48.763,0.879,0.609,0.199
DENW1147,104.795,68.952,21.888,0.947,96.371,0.0,0.602,0.145
DENW1148,321.344,215.133,102.807,6.372,16.839,2.249,0.641,0.066
DENW1149,620.09,494.033,386.561,12.738,4.738,36.25,0.64,0.0
DENW1150,361.172,152.263,81.575,1.17,91.237,0.003,0.64,0.142
DENW1151,118.914,79.32,61.876,0.688,99.633,0.0,0.674,0.1
DENW1152,201.749,103.7,60.803,3.068,65.928,0.316,0.576,0.034
DENW1153,617.532,164.57,36.84,2.137,79.982,0.585,0.507,0.204
DENW1154,345.856,199.767,91.608,4.962,35.296,0.872,0.689,0.147
DENW1155,175.96,102.241,72.193,1.318,93.943,0.0,0.594,0.132
DENW1156,391.148,175.581,74.966,3.845,50.693,0.595,0.618,0.166
DENW1157,391.148,177.446,75.38,3.89,49.913,0.603,0.622,0.17
DENW1158,687.935,361.958,-55.243,4.87,46.463,5.557,0.579,0.218
DENW1159,300.458,217.112,153.751,6.534,22.229,4.599,0.64,0.0
DENW1160,443.159,219.325,140.384,3.266,54.577,0.305,0.539,0.0
DENW1161,617.532,254.707,72.051,3.357,61.723,1.391,0.698,0.202
DENW1162,617.532,252.419,72.051,3.304,62.338,1.326,0.647,0.204
DENW1163,617.532,254.723,72.051,3.357,61.72,1.391,0.698,0.202
DENW1164,533.382,261.417,57.076,7.661,12.913,7.055,0.647,0.208
DENW1165,297.802,180.694,94.14,1.718,91.158,0.0,0.377,0.0
DENW1166,546.488,320.392,117.467,5.365,28.078,1.962,0.466,0.217
DENW1167,174.188,124.165,90.069,1.691,85.813,0.0,0.73,0.087
DENW1168,447.057,138.497,41.356,3.063,65.669,0.754,0.589,0.161
DENW1169,359.323,202.464,43.889,5.949,24.976,2.948,0.516,0.206
DENW1170,92.886,32.374,14.402,1.438,83.278,0.081,0.442,0.161
DENW1171,310.892,101.345,65.135,1.241,91.751,0.273,0.55,0.135
DENW1172,784.852,574.735,375.756,12.108,6.23,32.528,0.561,0.126
DENW1173,680.518,298.105,50.894,7.436,15.779,7.347,0.699,0.213
DENW1174,550.435,332.13,107.843,7.67,14.725,7.374,0.665,0.135
DENW1175,550.435,312.714,107.843,7.144,17.514,6.359,0.736,0.155
DENW1176,144.487,84.406,55.736,1.844,84.843,0.0,0.603,0.017
DENW1177,447.057,221.115,106.549,5.155,40.92,5.03,0.613,0.163
DENW1178,844.762,518.627,259.835,11.112,6.755,26.199,0.761,0.197
DENW1179,747.979,463.661,263.053,11.113,7.584,27.104,0.669,0.203
DENW1180,304.166,84.608,52.582,1.181,91.433,0.18,0.555,0.173
DENW1181,104.795,79.88,54.174,0.673,99.168,0.0,0.701,0.051
DENW1182,687.935,572.047,396.049,4.106,44.1,2.027,0.599,0.154
DENW1183,409.569,233.187,144.509,2.359,73.276,0.052,0.707,0.108
DENW1184,472.334,333.641,209.206,8.52,8.514,7.109,0.572,0.149
DENW1185,665.327,388.381,173.374,9.366,10.429,16.047,0.693,0.168
DENW1186,741.557,571.855,430.607,7.816,9.968,6.101,0.624,0.099
DENW1187,606.746,449.601,301.012,4.131,40.884,0.665,0.683,0.017
DENW1188,617.532,413.39,268.944,5.236,33.235,2.465,0.68,0.097
DENW1189,556.439,408.807,254.343,6.081,20.448,3.613,0.559,0.12
DENW1190,668.75,526.509,378.582,13.428,4.141,45.484,0.594,0.0
DENW1191,844.762,434.407,145.882,9.889,9.764,19.267,0.651,0.186
DENW1192,570.235,180.643,-217.548,2.326,75.345,0.828,0.548,0.184
DENW1193,445.199,262.587,102.832,5.3,37.943,4.642,0.577,0.204
DENW1194,617.532,325.58,102.639,4.286,46.292,1.54,0.597,0.216
DENW1195,447.057,209.97,101.543,3.769,63.183,4.098,0.509,0.133
DENW1196,308.514,223.5,142.9,5.113,25.001,0.453,0.607,0.0
DENW1197,617.532,442.458,309.126,4.631,36.86,2.353,0.663,0.012
DENW1198,4235.148,519.683,-61.701,7.757,36.79,15.638,0.629,0.185
DENW1199,605.985,401.433,278.508,7.31,10.123,2.705,0.646,0.124
DENW1200,189.865,59.062,40.962,1.379,89.704,0.438,0.49,0.023
DENW1201,617.532,351.437,145.057,4.463,45.777,1.85,0.723,0.191
DENW1202,440.002,195.971,64.8,4.489,32.53,0.61,0.592,0.153
DENW1203,680.518,392.626,211.091,9.215,9.422,13.173,0.768,0.149
DENW1204,323.878,221.156,96.817,7.763,10.835,7.425,0.561,0.0
DENW1205,442.816,308.709,132.298,4.229,44.628,1.293,0.62,0.217
DENW1206,509.977,355.245,243.72,8.278,7.276,5.676,0.639,0.0
DENW1207,304.166,110.357,61.091,2.451,75.702,0.23,0.859,0.144
DENW1208,844.762,630.963,434.014,13.508,3.475,40.923,0.639,0.055
DENW1209,121.94,57.364,27.898,0.735,97.925,0.0,0.652,0.159
DENW1210,844.762,468.732,202.452,10.392,8.377,21.92,0.729,0.177
DENW1211,193.209,72.539,44.124,0.99,95.36,0.002,0.579,0.155
DENW1212,844.762,609.684,332.331,10.68,6.632,22.215,0.561,0.198
DENW1213,495.667,267.352,42.87,5.98,22.317,3.465,0.629,0.194
DENW1214,442.816,238.633,103.012,4.831,38.711,1.845,0.71,0.153
DENW1215,336.067,170.344,79.315,2.048,82.173,0.045,0.554,0.137
DENW1216,336.541,224.103,110.584,2.747,72.301,0.0,0.484,0.0
DENW1217,347.786,198.545,107.726,2.267,78.286,0.0,0.674,0.034
DENW1218,104.795,75.98,41.785,0.776,98.38,0.0,0.665,0.084
DENW1219,193.209,76.33,48.449,0.983,94.325,0.003,0.615,0.158
DENW1220,447.057,189.913,80.251,4.331,51.467,3.616,0.592,0.162
DENW1221,363.191,154.653,51.195,2.265,77.138,0.346,0.554,0.178
DENW1222,270.552,157.557,9.124,4.883,37.425,4.146,0.477,0.301
DENW1223,844.762,570.553,395.808,9.265,8.612,14.487,0.531,0.118
DENW1224,585.075,478.432,367.687,10.226,4.493,14.393,0.628,0.0
DENW1225,665.592,554.257,422.059,6.086,23.11,4.045,0.637,0.02
DENW1226,402.132,112.759,65.965,1.025,93.72,0.003,0.36,0.189
DENW1227,134.103,59.98,29.496,0.764,98.365,0.0,0.623,0.134
DENW1228,177.491,53.937,35.862,1.096,90.82,0.278,0.461,0.213
DENW1229,113.143,77.817,62.937,0.744,99.148,0.0,0.668,0.046
DENW1230,310.518,70.189,40.87,2.104,83.797,0.788,0.589,0.135
DENW1231,844.762,442.585,215.396,9.85,9.155,18.786,0.526,0.183
DENW1232,460.95,425.964,389.413,2.439,74.504,0.0,0.507,0.0
DENW1233,449.882,385.621,290.665,8.396,6.772,6.407,0.658,0.0
DENW1234,193.209,83.641,56.396,1.108,93.533,0.148,0.58,0.11
DENW1235,687.935,528.112,280.924,6.304,29.692,8.141,0.596,0.188
DENW1236,433.801,250.831,143.013,5.953,28.76,3.575,0.688,0.104
DENW1237,617.532,298.887,95.105,4.165,49.589,1.916,0.603,0.207
DENW1238,97.74,59.941,34.187,0.779,97.731,0.0,0.526,0.113
DENW1239,617.532,135.57,21.938,1.854,84.021,0.423,0.497,0.195
DENW1240,617.532,136.277,21.938,1.859,83.92,0.427,0.498,0.197
DENW1241,458.389,229.649,124.204,4.697,40.891,1.485,0.561,0.19
DENW1242,463.477,206.422,120.522,4.164,47.514,1.197,0.667,0.122
DENW1243,463.477,212.71,107.26,4.439,44.445,1.641,0.647,0.145
DENW1244,686.528,559.237,362.83,6.994,20.061,7.858,0.671,0.128
DENW1245,328.45,153.04,107.284,2.02,83.474,0.118,0.364,0.0
DENW1246,435.137,338.619,261.466,4.404,31.151,0.017,0.645,0.023
DENW1247,687.935,453.874,101.965,6.153,33.978,8.622,0.549,0.21
DENW1248,114.023,78.246,54.003,1.154,97.469,0.0,0.701,0.145
DENW1249,144.373,91.837,63.208,1.076,95.312,0.0,0.575,0.126
DENW1250,193.209,81.217,54.426,1.039,93.586,0.013,0.527,0.19
DENW1251,680.518,325.028,55.459,7.642,14.407,8.016,0.613,0.215
DENW1252,193.209,79.584,50.468,1.044,94.721,0.109,0.583,0.136
DENW1253,174.188,90.572,42.489,1.157,92.387,0.0,0.542,0.192
DENW1254,687.935,290.549,-55.243,3.932,58.019,3.984,0.565,0.211
DENW1255,424.912,219.649,124.697,2.943,68.471,0.876,0.527,0.006
DENW1256,402.132,144.649,80.086,1.334,89.764,0.006,0.547,0.177
DENW1257,601.43,397.229,246.626,7.931,9.858,6.343,0.693,0.135
DENW1258,272.552,119.535,65.533,1.527,90.664,0.0,0.779,0.122
DENW1259,151.19,69.731,37.887,1.104,93.474,0.0,0.632,0.145
DENW1260,123.563,61.633,36.438,1.103,95.438,0.049,0.71,0.059
DENW1261,109.434,75.745,51.234,1.555,85.549,0.0,0.578,0.0
DENW1262,180.585,88.527,61.982,1.12,93.407,0.0,0.667,0.143
DENW1263,238.679,171.255,112.155,3.464,47.542,0.0,0.458,0.0
DENW1264,680.518,298.133,50.894,7.437,15.769,7.348,0.699,0.213
DENW1265,165.946,132.284,101.001,1.744,91.126,0.0,0.546,0.0
DENW1266,653.69,489.382,355.959,8.489,6.752,7.084,0.615,0.0
DENW1267,42.196,30.37,24.004,0.366,100.0,0.0,0.765,0.0
DENW1268,328.45,143.89,90.48,1.966,83.098,0.435,0.478,0.119
DENW1269,304.166,92.666,62.587,1.32,90.679,0.097,0.599,0.094
DENW1270,844.762,372.385,103.146,7.808,19.471,11.387,0.695,0.19
DENW1271,391.148,213.299,106.769,5.039,33.845,1.324,0.574,0.157
DENW1272,297.585,185.204,110.713,3.887,43.512,0.373,0.622,0.099
DENW1273,391.49,300.056,244.832,5.022,19.757,0.0,0.607,0.0
DENW1274,844.762,400.674,123.297,8.333,16.275,13.229,0.806,0.191
DENW1275,177.267,72.344,41.857,0.971,97.043,0.201,0.557,0.217
DENW1276,121.94,45.622,14.719,0.658,97.951,0.0,0.526,0.209
DENW1277,680.518,426.522,244.394,10.575,7.277,20.641,0.613,0.125
DENW1278,660.711,393.225,245.695,8.793,10.796,10.953,0.704,0.159
DENW1279,475.699,209.519,91.027,2.054,77.522,0.051,0.665,0.136
DENW1280,617.532,385.871,227.099,5.448,33.341,3.049,0.567,0.13
DENW1281,602.562,309.767,167.991,5.061,35.948,2.411,0.678,0.153
DENW1282,219.821,131.194,73.858,1.223,95.622,0.232,0.589,0.128
DENW1283,714.853,433.394,270.046,9.563,9.482,17.076,0.637,0.107
DENW1284,844.585,475.946,225.023,8.918,15.54,16.657,0.552,0.222
DENW1285,242.618,68.95,36.142,1.13,90.413,0.173,0.588,0.15
DENW1286,301.122,114.118,61.277,1.289,93.94,0.0,0.72,0.164
DENW1287,180.585,82.049,44.781,1.097,93.773,0.0,0.476,0.196
DENW1288,144.373,81.899,54.165,0.84,97.19,0.0,0.527,0.177
DENW1289,495.667,317.721,148.087,5.678,22.107,2.278,0.541,0.178
DENW1290,635.475,458.944,267.2,7.576,13.354,5.675,0.666,0.089
DENW1291,687.935,502.179,172.548,6.671,28.679,9.757,0.643,0.208
DERP1961,603.552,315.467,177.041,12.172,7.068,33.674,0.552,0.136
DERP1962,471.181,201.028,130.223,4.122,52.365,4.425,0.366,0.0
DERP1963,528.33,185.188,111.44,4.001,67.025,7.671,0.435,0.23
DERP1964,553.355,219.927,118.253,6.056,49.351,13.272,0.514,0.234
DERP1965,631.488,299.498,104.723,11.525,24.063,37.169,0.429,0.19
DERP1966,631.488,347.404,114.56,14.816,5.371,49.705,0.678,0.121
DERP1967,638.829,375.214,138.526,13.127,7.178,40.445,0.659,0.175
DERP1968,675.516,288.321,99.216,8.77,40.047,26.272,0.554,0.248
DERP1969,689.552,295.432,164.915,5.471,32.347,5.157,0.575,0.121
DERP1970,247.336,160.496,93.446,2.954,63.66,0.269,0.579,0.067
DERP1971,359.643,192.361,91.08,3.065,60.23,0.01,0.608,0.167
DERP1972,818.171,472.381,315.176,6.169,20.536,3.343,0.76,0.158
DERP1973,818.171,474.314,244.77,6.931,16.655,5.883,0.645,0.176
DERP1974,818.171,436.25,165.674,6.163,25.277,5.547,0.532,0.177
DERP1975,818.171,375.643,127.513,6.591,24.192,6.623,0.643,0.18
DERP1976,818.171,620.34,422.046,6.713,12.445,3.174,0.586,0.113
DERP1977,725.49,482.297,299.312,7.244,11.199,5.025,0.662,0.109
DERP1978,770.28,481.385,250.96,6.765,17.657,6.316,0.569,0.146
DERP1979,762.215,436.323,211.129,5.262,32.0,3.715,0.597,0.187
DERP1980,575.881,460.347,375.518,3.213,51.466,0.0,0.737,0.02
DERP1981,656.686,423.763,221.421,4.095,42.622,1.245,0.684,0.164
DERP1982,514.795,297.416,217.689,5.224,40.013,2.998,0.597,0.181
DERP1983,609.896,321.327,183.532,6.657,27.402,6.548,0.571,0.184
DERP1984,609.896,313.113,149.768,6.965,24.224,7.476,0.73,0.184
DERP1985,450.292,286.141,203.662,5.479,32.426,3.449,0.604,0.133
DERP1986,456.094,333.251,161.171,7.569,13.465,6.423,0.533,0.165
DERP1987,486.016,342.941,197.626,7.42,13.334,6.361,0.579,0.102
DERP1988,561.914,318.351,204.161,6.579,25.039,6.151,0.601,0.133
DERP1989,561.914,305.795,122.423,7.234,19.181,7.275,0.541,0.187
DERP1990,491.389,314.823,166.156,7.192,13.842,5.524,0.501,0.162
DERP1991,659.915,503.429,296.601,5.709,23.686,1.66,0.58,0.104
DERP1992,649.999,398.21,132.476,5.758,26.716,3.694,0.566,0.13
DERP1993,681.451,386.247,222.127,8.332,10.886,9.997,0.575,0.101
DERP1994,492.15,303.723,145.151,5.136,32.573,1.617,0.535,0.156
DERP1995,492.15,227.148,94.515,4.108,46.813,0.701,0.537,0.18
DERP1996,548.885,447.52,301.415,3.785,46.111,0.631,0.597,0.102
DERP1997,628.697,363.727,153.089,6.779,14.688,4.658,0.685,0.157
DERP1998,556.302,356.141,109.321,6.133,20.531,4.916,0.582,0.181
DERP1999,550.796,304.788,111.923,5.8,30.251,5.526,0.641,0.17
DERP2000,491.283,365.909,250.15,5.268,18.479,0.292,0.584,0.0
DERP2001,545.493,361.234,215.884,4.988,22.031,0.343,0.598,0.09
DERP2002,545.493,344.324,168.94,5.113,21.2,0.919,0.617,0.11
DERP2003,706.491,398.563,162.099,6.113,30.787,6.859,0.5,0.204
DERP2004,706.491,480.521,233.047,7.071,18.308,7.779,0.517,0.191
DERP2005,571.196,466.707,237.235,7.51,17.13,10.327,0.533,0.227
DERP2006,678.132,571.387,439.955,6.127,17.675,1.855,0.665,0.123
DERP2007,701.524,446.814,180.024,7.226,15.958,7.365,0.513,0.214
DERP2008,557.256,458.549,270.492,8.292,14.137,12.667,0.651,0.143
DERP2009,622.81,491.818,419.084,4.287,33.805,0.562,0.555,0.0
DERP2010,622.81,480.601,315.87,6.578,20.671,5.713,0.642,0.117
DERP2011,622.81,415.843,207.315,5.572,29.325,3.682,0.461,0.177
DERP2012,431.284,319.426,136.773,7.742,17.488,9.994,0.451,0.16
DERP2013,604.579,364.488,225.356,9.09,13.586,17.319,0.618,0.181
DERP2014,461.963,329.986,226.169,7.291,20.289,9.702,0.895,0.192
DERP2015,426.659,323.861,231.419,6.975,20.757,9.012,0.57,0.165
DERP2016,440.077,334.3,163.614,5.776,30.674,3.908,0.532,0.178
DERP2017,715.156,502.451,332.395,5.643,19.189,1.05,0.555,0.131
DERP2018,715.156,454.243,142.928,7.569,13.432,8.062,0.571,0.181
DERP2019,637.951,470.904,355.864,5.787,16.153,0.509,0.616,0.01
DERP2020,704.957,592.295,494.425,5.42,22.309,1.321,0.642,0.036
DERP2021,704.957,563.588,418.386,5.606,23.311,1.672,0.677,0.1
DERP2022,704.957,530.309,358.96,5.631,25.687,2.451,0.505,0.126
DERP2023,704.957,516.946,311.853,6.3,22.49,4.692,0.583,0.131
DERP2024,704.957,448.649,136.757,6.352,27.184,6.85,0.445,0.162
DERP2025,677.945,589.422,490.988,5.2,25.905,0.822,0.743,0.0
DERP2026,667.422,548.439,438.464,5.808,20.266,0.375,0.786,0.0
DERP2027,667.422,517.775,381.198,5.796,24.961,2.769,0.652,0.058
DERP2028,638.303,496.279,322.812,5.964,24.064,4.144,0.555,0.098
DERP2029,638.303,389.35,180.552,5.675,31.193,5.194,0.505,0.203
DERP2030,818.171,485.22,153.121,8.049,12.427,11.677,0.592,0.161
DERP2031,817.118,484.576,232.767,7.924,13.055,10.269,0.582,0.112
DERP2032,620.088,507.112,400.097,5.478,21.912,0.997,0.622,0.105
DERP2033,696.333,382.139,128.7,6.985,24.856,9.032,0.511,0.182
DERP2034,588.62,462.764,395.36,5.351,23.448,1.256,0.557,0.09
DERP2035,483.816,415.043,290.419,4.861,38.012,2.408,0.523,0.0
DERP2036,650.755,412.643,126.426,7.308,20.671,10.284,0.515,0.181
DERP2037,528.086,378.734,146.849,6.53,28.21,9.587,0.646,0.2
DERP2038,559.921,450.981,339.458,4.612,26.886,0.525,0.707,0.06
DERP2039,559.921,369.363,99.961,6.968,20.32,10.284,0.549,0.204
DERP2040,717.766,420.453,116.672,8.003,17.27,13.043,0.488,0.235
DERP2041,717.766,354.434,69.861,6.783,26.958,9.489,0.583,0.217
DERP2042,517.649,291.144,84.914,5.664,26.327,4.789,0.649,0.197
DERP2043,482.733,300.998,175.53,4.144,35.85,0.32,0.613,0.174
DERP2044,384.613,264.522,156.679,4.755,26.864,1.021,0.576,0.15
DERP2045,437.351,312.539,130.835,8.086,11.385,10.508,0.573,0.096
DERP2046,715.602,446.328,164.803,8.224,16.606,14.034,0.642,0.168
DERP2047,661.688,483.78,324.06,5.783,21.289,2.635,0.613,0.185
DERP2048,715.602,453.365,197.992,13.655,3.66,39.891,0.654,0.124
DERP2049,539.637,376.287,184.275,7.239,24.201,11.287,0.58,0.162
