basin_id,ele_mt_max,ele_mt_mean,ele_mt_min,slp_dg_mean,flat_area_fra,steep_area_fra,elon_ratio,strm_dens
IEOP0123,558.18,194.953,64.325,6.84,22.316,6.571,0.524,0.134
IEOP0124,647.591,188.025,14.958,5.571,28.961,3.071,0.614,0.185
IEOP0125,647.591,161.53,-2.931,4.83,37.073,2.107,0.592,0.186
IEOP0126,533.83,123.814,10.027,4.786,36.464,2.144,0.542,0.145
IEOP0127,533.83,167.382,53.765,6.346,27.787,6.499,0.728,0.126
IEOP0128,141.208,61.788,7.793,3.77,44.416,0.0,0.725,0.0
IEOP0129,526.531,111.188,1.887,4.63,37.412,1.769,0.697,0.141
IEOP0130,693.096,199.546,8.246,11.008,18.322,27.385,0.734,0.076
IEOP0131,621.016,161.519,5.685,8.016,23.447,12.612,0.607,0.058
IEOP0132,469.988,123.135,-1.068,9.557,12.871,20.097,0.438,0.0
IEOP0133,446.63,128.24,-7.541,3.901,49.203,0.859,0.642,0.132
IEOP0134,828.525,235.107,25.055,6.734,36.417,11.069,0.661,0.164
IEOP0135,1003.928,226.143,11.809,8.127,33.757,17.392,0.582,0.167
IEOP0136,446.63,112.43,-7.541,3.645,53.208,0.715,0.633,0.14
IEOP0137,344.644,103.527,7.938,2.452,71.734,0.046,0.537,0.153
IEOP0138,447.641,196.049,15.383,4.18,34.877,0.12,0.656,0.159
IEOP0139,350.626,99.705,2.56,3.918,51.708,1.648,0.596,0.082
IEOP0140,350.626,52.045,-0.089,1.935,80.309,0.028,0.653,0.137
IEOP0141,349.529,117.715,12.907,4.402,45.101,2.824,0.535,0.025
IEOP0142,337.193,105.195,3.768,4.567,36.423,0.11,0.764,0.0
IEOP0143,447.641,141.721,-0.089,3.273,53.31,0.082,0.64,0.168
IEOP0144,465.109,98.472,-1.664,3.887,53.377,1.648,0.598,0.099
IEOP0145,350.626,90.889,0.385,3.534,56.08,1.225,0.614,0.081
IEOP0146,125.356,28.71,-2.134,2.11,77.49,0.0,0.583,0.0
IEOP0147,447.641,138.389,-2.242,3.234,54.09,0.08,0.651,0.167
IEOP0148,271.332,101.325,48.549,1.78,85.036,0.15,0.567,0.181
IEOP0149,506.356,112.67,53.061,1.833,85.21,0.434,0.528,0.138
IEOP0150,506.356,95.483,7.353,1.777,86.023,0.393,0.68,0.186
IEOP0151,365.814,107.505,32.021,2.268,78.425,0.761,0.698,0.148
IEOP0152,506.356,84.701,-0.337,1.744,86.524,0.326,0.659,0.18
IEOP0153,689.985,90.24,-1.084,2.146,79.352,0.541,0.553,0.181
IEOP0154,4.301,2.397,1.097,0.625,100.0,0.0,0.705,0.0
IEOP0155,340.138,125.394,51.722,3.434,71.515,2.745,0.716,0.03
IEOP0156,689.985,153.934,9.96,4.083,55.59,2.926,0.629,0.189
IEOP0157,689.985,190.496,26.145,5.322,39.898,5.104,0.663,0.23
IEOP0158,535.636,141.432,35.838,3.579,61.783,1.9,0.688,0.147
IEOP0159,437.825,109.372,43.847,2.367,79.862,1.391,0.822,0.12
IEOP0160,488.223,87.834,43.125,1.349,91.11,0.1,0.572,0.184
IEOP0161,488.223,87.272,34.222,1.348,91.184,0.099,0.576,0.189
IEOP0162,484.496,87.733,43.125,1.301,92.615,0.123,0.542,0.18
IEOP0163,484.496,100.2,47.651,1.563,88.941,0.439,0.55,0.183
IEOP0164,649.037,82.442,24.81,1.803,84.257,0.156,0.63,0.183
IEOP0165,151.251,74.36,41.033,0.917,99.09,0.0,0.642,0.134
IEOP0166,525.001,121.818,39.699,2.745,72.433,1.095,0.599,0.142
IEOP0167,525.001,167.932,55.944,4.29,55.182,3.156,0.641,0.096
IEOP0168,525.001,119.796,34.148,2.71,72.93,1.066,0.598,0.15
IEOP0169,474.06,148.765,54.311,3.656,63.478,3.424,0.616,0.206
IEOP0170,474.06,151.129,44.764,4.24,55.649,3.759,0.734,0.187
IEOP0171,396.836,137.573,32.123,4.139,41.208,0.707,0.672,0.154
IEOP0172,649.037,81.982,24.81,1.789,84.488,0.153,0.635,0.183
IEOP0173,525.001,110.708,20.867,2.511,75.854,0.927,0.572,0.159
IEOP0174,689.985,90.253,-1.084,2.146,79.35,0.541,0.553,0.181
IEOP0175,484.496,260.546,84.777,5.535,30.161,3.677,0.524,0.087
IEOP0176,133.843,76.023,45.65,1.088,98.089,0.0,0.73,0.178
IEOP0177,174.709,84.586,41.743,1.498,90.308,0.0,0.571,0.203
IEOP0178,151.126,88.304,61.649,1.301,94.231,0.0,0.547,0.174
IEOP0179,174.709,78.283,39.859,1.353,92.798,0.0,0.721,0.194
IEOP0180,174.709,90.891,56.794,1.407,92.09,0.0,0.575,0.16
IEOP0181,174.709,76.011,39.422,1.311,93.185,0.0,0.668,0.194
IEOP0182,273.969,77.282,38.377,2.677,66.064,0.055,0.7,0.148
IEOP0183,273.969,94.239,44.243,2.459,70.968,0.157,0.68,0.105
IEOP0184,186.799,82.687,44.526,3.496,50.112,0.016,0.767,0.118
IEOP0185,264.887,89.286,45.591,1.853,83.574,0.222,0.569,0.16
IEOP0186,649.037,88.02,27.738,2.229,77.29,0.246,0.59,0.178
IEOP0187,649.037,85.669,27.066,2.14,78.709,0.228,0.635,0.178
IEOP0188,649.037,196.678,39.256,5.712,27.999,1.695,0.663,0.17
IEOP0189,222.12,93.465,48.351,1.423,91.902,0.0,0.662,0.175
IEOP0190,86.841,53.667,39.616,2.783,65.442,0.0,0.465,0.0
IEOP0191,186.624,100.696,59.833,2.976,61.933,0.218,0.568,0.007
IEOP0192,246.217,108.214,62.28,2.521,69.013,0.013,0.555,0.108
IEOP0193,222.12,94.746,60.504,1.351,93.486,0.0,0.56,0.18
IEOP0194,649.037,88.703,27.738,2.243,77.105,0.251,0.584,0.177
IEOP0195,649.037,122.462,36.209,3.263,62.448,0.599,0.486,0.184
IEOP0196,264.887,86.438,34.234,1.792,84.655,0.19,0.546,0.16
IEOP0197,264.887,93.082,54.742,2.149,78.027,0.35,0.615,0.163
IEOP0198,254.817,93.738,48.351,1.507,90.133,0.002,0.678,0.185
IEOP0199,649.037,126.399,37.913,3.368,60.921,0.641,0.487,0.181
IEOP0200,649.037,88.02,27.738,2.229,77.29,0.246,0.59,0.178
IEOP0201,649.037,82.434,27.066,1.908,82.692,0.17,0.657,0.182
IEOP0202,649.037,81.921,27.066,1.893,82.899,0.168,0.659,0.181
IEOP0203,649.037,82.609,27.066,1.913,82.621,0.171,0.655,0.182
IEOP0204,174.709,75.262,36.825,1.258,94.036,0.0,0.692,0.193
IEOP0205,174.709,75.262,36.825,1.258,94.036,0.0,0.692,0.193
IEOP0206,129.533,75.273,42.084,0.95,99.133,0.0,0.623,0.122
IEOP0207,123.723,73.814,39.493,0.968,98.933,0.0,0.63,0.179
IEOP0208,138.937,113.509,99.506,2.352,73.656,0.0,0.613,0.0
IEOP0209,264.07,106.703,12.414,3.514,47.867,0.065,0.55,0.175
IEOP0210,338.919,73.437,2.708,2.629,69.058,0.268,0.633,0.208
IEOP0211,529.466,100.595,5.039,4.67,46.51,3.316,0.669,0.187
IEOP0212,129.934,27.957,-1.392,2.055,82.368,0.684,0.426,0.0
IEOP0213,338.919,71.842,0.229,2.668,67.775,0.226,0.595,0.211
IEOP0214,338.919,71.842,0.229,2.668,67.775,0.226,0.595,0.211
IEOP0215,338.919,71.841,0.229,2.668,67.775,0.226,0.595,0.211
IEOP0216,70.484,12.923,-4.037,1.483,87.574,0.0,0.694,0.0
IEOP0217,258.308,62.609,2.397,1.998,77.995,0.0,0.472,0.215
IEOP0218,152.896,78.833,31.095,1.049,98.203,0.0,0.596,0.228
IEOP0219,108.305,43.816,5.001,0.989,99.242,0.0,0.516,0.192
IEOP0220,192.506,76.504,22.084,1.13,96.405,0.0,0.647,0.22
IEOP0221,366.333,132.659,28.124,3.155,52.734,0.0,0.509,0.194
IEOP0222,192.506,66.957,1.762,1.128,96.766,0.0,0.572,0.217
IEOP0223,72.571,23.582,1.709,1.046,98.498,0.0,0.536,0.002
IEOP0224,366.333,171.663,34.005,4.161,37.118,0.028,0.624,0.134
IEOP0225,319.827,67.021,13.396,3.658,62.915,2.991,0.538,0.176
IEOP0226,319.827,67.021,13.396,3.658,62.915,2.991,0.538,0.176
IEOP0227,159.607,38.563,9.418,1.173,95.188,0.044,0.676,0.195
IEOP0228,152.688,69.164,26.727,1.315,94.007,0.0,0.682,0.191
IEOP0229,134.333,61.283,28.458,1.178,96.023,0.0,0.545,0.166
IEOP0230,152.688,76.064,33.388,1.397,92.556,0.0,0.645,0.183
IEOP0231,681.553,84.088,13.781,3.567,72.841,6.035,0.553,0.181
IEOP0232,681.553,83.498,7.847,3.548,72.965,5.971,0.544,0.184
IEOP0233,685.819,65.602,-2.976,2.57,82.128,3.461,0.65,0.196
IEOP0234,680.349,77.454,15.214,2.691,77.833,2.857,0.554,0.186
IEOP0235,64.492,33.944,18.998,1.486,89.503,0.0,0.614,0.0
IEOP0236,685.819,70.332,4.153,3.487,74.201,6.045,0.652,0.19
IEOP0237,681.553,83.368,7.737,3.545,72.973,5.957,0.539,0.185
IEOP0238,162.936,61.368,5.831,1.248,94.807,0.0,0.57,0.201
IEOP0239,685.819,65.803,3.085,2.572,82.151,3.476,0.651,0.195
IEOP0240,685.819,65.615,-2.976,2.57,82.124,3.462,0.65,0.196
IEOP0241,294.793,112.204,9.155,4.947,39.289,2.504,0.689,0.146
IEOP0242,685.819,65.616,-2.976,2.57,82.123,3.462,0.65,0.196
IEOP0243,42.065,11.649,-2.601,2.047,76.552,0.0,0.648,0.0
IEOP0244,570.648,144.297,33.266,5.662,38.718,6.694,0.712,0.066
IEOP0245,584.38,164.427,65.27,5.899,29.677,5.595,0.684,0.036
IEOP0246,736.411,179.383,7.812,9.096,30.231,20.03,0.682,0.154
IEOP0247,796.104,81.707,1.5,2.579,75.081,1.473,0.77,0.192
IEOP0248,796.104,107.602,25.582,3.382,74.34,4.842,0.639,0.169
IEOP0249,511.644,121.231,39.517,2.702,72.42,1.165,0.791,0.169
IEOP0250,204.171,49.577,19.469,2.109,78.098,0.242,0.581,0.196
IEOP0251,107.179,41.933,-1.742,1.47,92.04,0.0,0.656,0.0
IEOP0252,796.104,81.411,1.5,2.573,75.183,1.465,0.772,0.192
IEOP0253,796.104,63.721,5.719,2.661,75.489,2.196,0.575,0.197
IEOP0254,796.104,68.739,5.719,2.852,78.009,3.67,0.71,0.163
IEOP0255,796.104,80.483,6.358,2.571,82.516,3.077,0.534,0.178
IEOP0256,796.104,68.959,5.719,2.854,78.032,3.685,0.709,0.16
IEOP0257,681.958,139.787,58.254,4.69,61.317,8.368,0.568,0.064
IEOP0258,796.104,106.503,19.806,3.352,74.673,4.774,0.611,0.18
IEOP0259,796.104,110.646,37.618,3.488,73.227,5.085,0.624,0.158
IEOP0260,796.104,106.573,19.806,3.353,74.658,4.778,0.611,0.178
IEOP0261,796.104,106.52,19.806,3.352,74.668,4.775,0.611,0.179
IEOP0262,796.104,96.004,14.161,3.002,78.064,3.965,0.599,0.18
IEOP0263,796.104,106.469,19.806,3.351,74.684,4.772,0.61,0.181
IEOP0264,796.104,106.356,19.806,3.348,74.715,4.765,0.609,0.183
IEOP0265,352.973,88.211,46.552,2.535,71.527,0.638,0.682,0.176
IEOP0266,352.973,89.57,20.585,3.635,51.773,0.974,0.594,0.144
IEOP0267,537.657,98.991,16.143,3.232,60.958,1.118,0.849,0.183
IEOP0268,483.53,153.19,18.648,5.271,32.159,3.163,0.572,0.148
IEOP0269,318.913,106.646,46.854,4.166,46.445,1.974,0.689,0.096
IEOP0270,298.256,124.49,48.404,3.981,37.669,0.017,0.693,0.194
IEOP0271,263.184,121.033,69.442,3.589,43.046,0.008,0.603,0.174
IEOP0272,309.596,107.148,42.503,3.679,43.883,0.047,0.597,0.204
IEOP0273,489.846,250.625,66.431,5.07,21.935,0.265,0.493,0.0
IEOP0274,260.157,91.352,44.125,3.223,52.724,0.064,0.644,0.209
IEOP0275,582.93,112.582,42.317,3.848,45.196,0.435,0.593,0.205
IEOP0276,596.463,184.606,24.402,7.182,27.148,9.996,0.593,0.174
IEOP0277,587.129,200.44,47.024,8.633,17.792,15.706,0.532,0.092
IEOP0278,610.726,188.976,20.785,6.122,24.667,4.495,0.67,0.156
IEOP0279,166.092,83.141,36.968,2.87,55.106,0.0,0.5,0.0
IEOP0280,100.064,23.451,2.42,2.57,73.518,0.0,0.562,0.0
IS000001,1033.044,291.497,17.569,8.803,27.746,18.654,0.485,0.216
IS000002,1558.299,897.245,669.07,3.7,58.744,2.739,0.685,0.202
IS000003,1558.299,870.29,220.019,5.143,53.132,7.708,0.547,0.203
IS000004,1558.299,1024.006,699.541,4.091,53.336,2.829,0.634,0.202
IS000005,693.144,629.177,41.036,1.363,89.425,0.734,0.435,0.199
IS000006,1670.523,723.951,382.53,2.416,74.746,1.191,0.493,0.217
IS000007,1670.523,689.298,94.146,2.679,71.947,1.721,0.49,0.223
IS000008,1160.45,315.667,57.239,5.375,54.764,10.063,0.613,0.189
IS000009,1461.109,914.002,122.214,20.499,2.779,68.548,0.612,0.094
IS000010,867.377,679.722,615.567,3.026,62.095,0.381,0.582,0.088
IS000011,1457.448,773.311,64.713,6.114,36.431,8.131,0.473,0.233
IS000012,839.138,538.001,31.609,5.263,30.764,1.681,0.544,0.091
IS000013,805.106,266.767,72.57,4.096,66.618,6.965,0.65,0.129
IS000014,1481.893,582.564,65.329,6.132,46.463,11.284,0.539,0.228
IS000015,958.22,704.234,118.86,5.175,45.478,7.261,0.509,0.122
IS000016,1007.0,698.749,346.869,7.185,22.133,9.383,0.654,0.11
IS000017,920.549,584.929,22.18,5.12,31.944,2.554,0.577,0.035
IS000018,1116.252,724.585,39.203,8.883,34.853,21.409,0.396,0.198
IS000019,818.309,576.248,160.358,4.773,43.776,3.816,0.437,0.194
IS000020,818.309,503.085,143.733,4.585,45.597,3.561,0.455,0.171
IS000021,1153.681,585.386,29.342,8.624,27.962,19.526,0.57,0.182
IS000022,972.967,368.181,119.128,5.169,44.261,5.51,0.582,0.15
IS000023,714.339,437.397,40.079,5.039,44.307,4.759,0.702,0.183
IS000024,1242.732,596.651,12.188,12.52,16.633,34.705,0.595,0.167
IS000025,52.819,39.054,19.79,0.346,99.84,0.0,0.492,0.0
IS000026,1121.007,501.883,323.438,4.704,46.286,3.952,0.502,0.183
IS000027,891.061,237.509,10.013,7.43,36.129,14.377,0.772,0.161
IS000028,947.09,439.503,20.534,3.406,68.35,4.232,0.478,0.26
IS000029,1242.732,678.542,22.88,8.45,23.226,16.501,0.641,0.148
IS000030,936.289,408.809,31.97,10.896,15.897,28.395,0.617,0.158
IS000031,1372.373,739.474,64.522,15.84,10.544,46.227,0.651,0.148
IS000032,1510.702,727.016,202.902,4.392,58.876,6.604,0.453,0.238
IS000033,1815.625,685.719,368.752,6.589,38.534,11.199,0.435,0.229
IS000034,620.752,399.672,28.041,2.858,61.787,0.335,0.726,0.241
IS000035,1707.122,1017.461,51.222,2.369,78.745,1.019,0.39,0.325
IS000036,1612.697,734.093,286.796,4.621,56.012,7.082,0.629,0.212
IS000037,1681.705,678.334,20.28,4.942,49.944,6.332,0.549,0.225
IS000038,1331.991,665.473,190.175,5.921,39.839,9.287,0.56,0.164
IS000039,805.106,291.701,90.483,4.526,64.879,8.563,0.68,0.123
IS000040,1390.338,613.185,124.12,5.612,41.19,7.586,0.591,0.157
IS000041,1461.109,729.417,9.062,16.845,8.65,52.083,0.554,0.178
IS000042,1815.625,868.636,159.776,3.301,70.545,3.536,0.434,0.183
IS000043,1808.521,1111.656,485.384,2.02,85.534,0.993,0.539,0.184
IS000044,1808.521,1035.078,352.324,2.718,77.348,2.184,0.441,0.195
IS000045,2000.587,889.864,364.621,3.587,67.588,4.562,0.536,0.228
IS000046,2000.587,1165.666,564.009,2.746,74.497,2.372,0.574,0.203
IS000047,1815.625,790.471,52.107,5.244,51.759,8.214,0.512,0.183
IS000048,1815.625,947.273,630.479,4.927,51.573,6.203,0.602,0.165
IS000049,2000.62,1028.789,577.41,3.322,62.702,2.409,0.526,0.211
IS000050,767.018,563.416,365.981,3.603,51.527,0.463,0.511,0.229
IS000051,2000.62,1204.646,783.463,3.871,55.364,3.304,0.668,0.181
IS000052,2000.62,1107.139,602.848,3.598,59.092,2.838,0.543,0.205
IS000053,2000.62,988.351,545.881,3.289,63.48,2.291,0.551,0.205
IS000054,1370.162,736.595,110.245,3.91,57.185,3.783,0.471,0.229
IS000055,1370.162,791.246,642.301,3.46,57.276,1.844,0.431,0.209
IS000056,1370.162,842.32,688.406,4.29,45.838,2.749,0.489,0.11
IS000057,1370.162,691.736,37.308,5.063,50.124,7.845,0.479,0.202
IS000058,469.306,171.336,50.397,4.723,44.546,2.578,0.479,0.207
IS000059,1880.982,965.847,584.282,4.041,63.034,5.439,0.491,0.279
IS000060,1614.664,1307.05,659.146,1.007,98.233,0.0,0.365,0.256
IS000061,600.59,258.942,76.511,4.484,49.611,4.21,0.459,0.179
IS000062,1815.625,548.152,11.754,6.197,44.448,11.123,0.475,0.174
IS000063,920.965,381.543,16.409,17.703,14.096,60.124,0.606,0.192
IS000064,1326.557,518.085,262.785,3.728,67.58,5.504,0.54,0.239
IS000065,998.734,717.145,601.01,6.351,37.432,9.947,0.513,0.255
IS000066,1390.338,746.452,466.79,8.433,31.827,19.141,0.6,0.197
IS000067,977.121,353.847,-2.667,6.72,31.776,9.425,0.604,0.169
IS000068,551.559,338.418,174.512,3.585,48.17,0.406,0.531,0.0
IS000069,930.607,638.534,406.973,5.656,35.942,5.149,0.439,0.224
IS000070,969.257,404.504,20.116,5.15,43.571,5.164,0.38,0.228
IS000071,1400.378,783.479,256.266,4.374,52.465,5.455,0.888,0.13
IS000072,1028.855,547.273,28.423,4.909,45.021,4.551,0.57,0.192
IS000073,1250.575,716.916,545.461,3.262,68.798,3.473,0.514,0.187
IS000074,1858.483,1090.078,566.245,2.862,80.141,4.043,0.39,0.268
IS000075,1857.43,803.432,150.444,3.948,66.658,5.939,0.39,0.269
IS000076,1858.483,738.801,28.537,4.192,63.787,6.329,0.393,0.27
IS000077,2000.614,823.269,273.409,3.414,63.398,2.552,0.551,0.245
IS000078,683.251,297.188,132.03,7.738,34.568,16.325,0.622,0.067
IS000079,1346.662,372.279,19.58,5.894,47.651,10.442,0.553,0.163
IS000080,867.377,552.187,181.669,4.391,47.878,3.324,0.415,0.248
IS000081,1747.962,823.748,590.419,3.248,65.582,3.015,0.495,0.203
IS000082,311.3,144.729,96.698,2.097,76.95,0.0,0.378,0.0
IS000083,1442.899,705.897,314.226,3.006,72.779,2.921,0.473,0.231
IS000084,1116.248,521.19,44.912,7.029,35.785,12.085,0.502,0.166
IS000085,660.543,485.71,348.146,5.044,44.736,4.641,0.636,0.063
IS000086,1370.652,740.805,538.447,6.175,48.466,12.554,0.418,0.225
IS000087,1372.448,704.112,326.236,5.664,51.45,10.846,0.492,0.223
IS000088,2000.62,793.824,316.515,4.364,57.603,6.074,0.525,0.211
IS000089,1400.378,654.604,64.258,4.109,55.342,4.701,0.718,0.141
IS000090,86.809,70.162,42.96,0.681,98.932,0.0,0.529,0.0
IS000091,950.833,549.997,85.453,2.559,71.31,0.631,0.567,0.221
IS000092,839.973,477.342,4.104,6.966,29.104,9.984,0.481,0.16
IS000093,1753.325,763.815,180.119,3.736,63.036,4.533,0.568,0.225
IS000094,910.101,488.395,88.731,2.497,75.856,0.933,0.53,0.189
IS000095,1485.821,322.434,40.978,4.073,64.811,7.128,0.533,0.218
IS000096,679.54,581.766,503.217,3.832,49.505,0.816,0.557,0.0
IS000097,339.034,165.808,63.884,3.888,51.257,0.985,0.522,0.279
IS000098,1629.692,493.315,9.347,4.605,55.713,6.75,0.561,0.202
IS000099,1747.962,838.289,554.011,3.235,63.929,2.481,0.605,0.239
IS000100,2000.62,776.133,268.372,3.932,60.026,4.639,0.607,0.22
IS000101,1724.351,771.334,400.806,3.325,62.293,2.192,0.595,0.256
IS000102,2000.62,711.992,41.413,3.984,59.815,4.844,0.504,0.223
IS000103,2000.62,764.879,199.856,4.0,59.752,4.905,0.594,0.221
IS000104,1747.962,879.735,609.905,3.196,66.952,3.36,0.563,0.206
IS000105,547.017,432.83,23.279,3.15,58.266,0.791,0.498,0.341
IS000106,817.307,508.363,57.438,3.882,60.363,3.867,0.43,0.255
IS000107,860.406,630.134,567.833,3.277,70.506,4.762,0.519,0.204
IS000108,716.683,248.93,64.258,3.276,64.395,2.325,0.6,0.177
IS000109,1724.351,852.18,554.011,3.163,62.154,1.606,0.662,0.283
IS000110,1747.962,865.507,554.011,3.179,64.476,2.455,0.621,0.246
IS000111,1747.962,809.413,400.806,3.28,63.929,2.602,0.486,0.239
ITAB0441,2455.201,1098.654,435.283,14.09,11.489,41.624,0.507,0.157
ITAB0442,1961.304,1101.626,760.926,13.823,11.513,43.27,0.553,0.144
ITAB0443,406.945,213.34,23.106,7.528,20.22,7.069,0.544,0.13
ITAB0444,2769.214,1079.565,235.402,15.314,11.463,47.122,0.507,0.158
ITAB0445,2769.214,1115.558,265.727,17.803,11.118,58.475,0.666,0.147
ITAB0446,2436.389,926.763,217.491,17.636,1.419,62.417,0.51,0.229
ITAB0447,2270.194,1382.609,715.596,15.211,8.923,45.508,0.598,0.148
ITAB0448,2198.282,1530.807,1088.109,16.49,5.61,55.735,0.65,0.08
ITEM0001,1275.889,363.944,4.36,10.279,23.051,25.004,0.37,0.306
ITEM0002,1275.889,420.772,31.086,11.901,10.514,29.079,0.492,0.271
ITEM0003,729.058,219.98,28.92,6.386,50.092,13.237,0.527,0.248
ITEM0004,4786.49,774.407,-8.882,13.391,38.94,39.656,0.633,0.205
ITEM0005,1384.946,1106.131,791.685,15.221,0.836,46.972,0.623,0.0
ITEM0006,2150.121,1464.037,943.318,18.141,0.395,58.783,0.77,0.0
ITEM0007,1409.264,426.998,68.761,10.825,5.964,18.765,0.447,0.225
ITEM0008,1164.404,415.073,37.31,14.714,8.677,48.61,0.533,0.24
ITEM0009,1605.356,915.912,615.925,16.666,1.998,57.98,0.583,0.074
ITEM0010,1337.32,795.12,343.107,12.428,0.938,22.566,0.668,0.075
ITEM0011,949.082,365.896,48.593,10.229,19.598,21.569,0.452,0.271
ITEM0012,1929.321,863.76,337.893,17.91,0.79,49.208,0.579,0.111
ITEM0013,545.283,258.923,78.183,9.231,24.93,19.254,0.398,0.164
ITEM0014,2080.59,970.22,343.05,16.298,1.634,48.943,0.627,0.137
ITEM0015,2080.59,765.255,45.755,13.371,6.442,34.246,0.537,0.17
ITEM0016,1275.889,498.805,38.863,14.578,6.433,41.725,0.486,0.162
ITEM0017,2150.121,628.038,23.218,11.628,21.984,30.686,0.451,0.198
ITEM0018,1522.619,609.997,122.029,18.274,1.468,66.845,0.484,0.202
ITEM0019,1381.334,531.869,46.009,15.059,2.672,47.106,0.605,0.153
ITEM0020,2080.59,917.759,237.022,15.099,1.501,42.232,0.667,0.162
ITEM0021,865.751,347.341,43.757,8.971,30.163,18.661,0.375,0.335
ITEM0022,2080.59,1041.488,384.644,17.431,1.369,54.913,0.681,0.119
ITEM0023,970.005,406.653,93.598,11.364,6.578,23.2,0.529,0.172
ITEM0024,1305.322,855.406,460.282,20.461,1.877,74.498,0.579,0.139
ITEM0025,892.029,264.617,21.762,8.084,32.251,15.118,0.569,0.254
ITEM0026,4786.49,891.952,27.199,14.908,34.627,44.512,0.624,0.199
ITEM0027,1294.594,436.574,58.552,9.678,15.866,16.004,0.583,0.201
ITEM0028,853.692,268.165,34.053,11.4,8.337,23.79,0.509,0.231
ITEM0029,2080.59,706.549,25.344,12.32,14.098,31.434,0.461,0.184
ITEM0030,1787.117,712.715,132.838,13.974,2.895,37.844,0.597,0.161
ITEM0031,1967.112,564.45,31.544,11.1,21.367,28.318,0.448,0.201
ITEM0032,1967.112,894.599,316.542,15.368,1.449,45.598,0.627,0.131
ITEM0033,1746.459,942.5,424.588,12.932,1.368,28.787,0.633,0.112
ITEM0034,1696.305,938.922,477.919,18.57,1.041,68.28,0.581,0.189
ITEM0035,1967.112,782.696,232.684,14.488,2.151,40.424,0.56,0.149
ITEM0036,1929.321,694.522,110.833,16.968,1.95,50.559,0.524,0.162
ITEM0037,1381.334,522.2,39.43,14.961,3.021,46.735,0.577,0.154
ITEM0038,347.039,108.16,18.698,5.994,56.201,12.725,0.46,0.0
ITEM0039,1787.251,941.89,257.914,19.161,1.104,66.772,0.742,0.17
ITEM0040,1929.321,741.156,184.603,17.194,1.526,50.944,0.624,0.161
ITEM0041,1787.117,864.126,328.301,14.646,1.374,42.675,0.567,0.142
ITEM0042,4786.49,922.398,34.35,15.247,32.396,45.548,0.714,0.198
ITEM0043,1275.889,187.707,0.517,5.614,60.383,13.406,0.631,0.245
ITEM0044,478.886,201.952,37.338,12.611,7.339,35.925,0.519,0.186
ITEM0045,2078.0,965.096,389.606,14.639,1.087,39.086,0.6,0.175
ITEM0046,4786.49,804.054,-2.552,13.798,38.522,41.11,0.706,0.203
ITEM0047,1787.251,1052.125,402.085,18.516,1.228,66.323,0.556,0.162
ITEM0048,766.347,311.247,74.124,12.408,4.628,30.413,0.56,0.136
ITEM0049,4786.49,803.652,-2.552,13.791,38.553,41.089,0.69,0.203
ITEM0050,1787.117,662.126,56.485,13.213,7.229,35.171,0.507,0.167
ITEM0051,1294.594,632.571,269.354,12.506,1.877,26.101,0.667,0.146
ITEM0052,1696.305,755.768,218.744,14.531,2.371,41.719,0.512,0.142
ITEM0053,1082.311,316.425,56.716,6.897,36.918,7.965,0.429,0.33
ITEM0054,1746.459,748.617,64.339,12.34,8.626,28.488,0.392,0.178
ITEM0055,2150.121,1096.592,360.736,16.636,0.798,53.0,0.6,0.14
ITEM0056,1633.523,432.365,10.599,13.871,18.255,44.874,0.472,0.2
ITEM0057,4786.49,774.407,-8.882,13.391,38.94,39.656,0.633,0.205
ITEM0058,729.058,390.392,126.4,12.006,5.181,28.284,0.682,0.097
ITEM0059,1787.117,1105.625,706.836,16.261,0.823,58.15,0.818,0.097
ITEM0060,1222.712,522.961,61.025,16.62,2.186,57.471,0.507,0.178
ITEM0061,2126.847,1249.435,514.936,20.667,0.447,72.323,0.682,0.071
ITEM0062,1929.321,632.495,51.405,15.54,3.215,44.346,0.537,0.176
ITEM0063,44.564,34.661,28.857,0.374,100.0,0.0,0.61,0.0
ITEM0064,963.55,567.677,268.369,12.683,2.547,30.037,0.684,0.139
ITEM0065,1164.404,587.004,147.59,18.448,0.992,69.581,0.57,0.145
ITEM0066,1082.311,506.922,115.525,9.521,11.003,11.37,0.402,0.311
ITEM0067,949.082,498.186,179.793,13.608,2.819,33.908,0.679,0.141
ITEM0068,1833.59,659.234,56.908,11.564,19.355,30.401,0.537,0.217
ITEM0069,661.853,211.094,58.51,7.963,27.902,12.955,0.53,0.243
ITEM0070,1967.112,1042.446,456.098,16.608,0.965,54.527,0.64,0.102
ITEM0071,1787.117,635.693,35.674,12.792,9.906,33.829,0.484,0.181
ITEM0072,1833.59,659.549,57.786,11.569,19.318,30.417,0.54,0.216
ITEM0073,1929.321,632.674,53.16,15.544,3.198,44.36,0.537,0.176
ITEM0074,1275.889,363.944,4.36,10.279,23.051,25.004,0.37,0.306
ITEM0075,1696.305,835.412,414.371,14.764,3.008,43.231,0.656,0.14
ITEM0076,1746.459,1140.295,617.79,16.081,0.761,52.566,0.689,0.1
ITEM0077,1337.32,700.07,206.58,12.422,2.082,23.141,0.547,0.148
ITEM0078,2150.121,1306.111,725.14,17.812,0.663,61.527,0.677,0.094
ITEM0079,1337.32,601.927,79.811,11.113,11.844,20.511,0.405,0.245
ITEM0080,2150.121,937.937,214.765,15.789,1.402,45.714,0.578,0.139
